tax_code;family_code;variant_key;volume_liter;waste_code;interval;variant;usage_type;source;source_text
KÄ190TI104;KÄ190TI;190|TI|104;190;TI;104;;;STANDARD:Standard Avfall:331;Kärl 190 L, tidningar. 2ggr/ vecka ÅRKV ANTB
KÄ190TI13;KÄ190TI;190|TI|13;190;TI;13;;;STANDARD:Standard Avfall:334;Kärl 190 L, tidningar. Var 4:e vecka ÅRKV ANTB
KÄ190TI26;KÄ190TI;190|TI|26;190;TI;26;;;STANDARD:Standard Avfall:333;Kärl 190 L, tidningar. Var 14:e dag ÅRKV ANTB
KÄ190TI52;KÄ190TI;190|TI|52;190;TI;52;;;STANDARD:Standard Avfall:332;Kärl 190 L, tidningar. Varje vecka ÅRKV ANTB
KÄ190TIBUD;KÄ190TI;190|TI|BUD;190;TI;;BUD;;STANDARD:Standard Avfall:335;Kärl 190 L, tidningar. Budning KVAN ANTB
KÄ240OS11S;KÄ240;240;240;;;;;STANDARD:Standard Avfall:157;Kärl 240 L, osort. avfall. Var 14:e dag säsong ÅRKV ANTB
KÄ240OS13;KÄ240;240;240;;;;;STANDARD:Standard Avfall:154;Kärl 240 L, osort. avfall. Var 4:e vecka ÅRKV ANTB
KÄ240OS22S;KÄ240;240;240;;;;;STANDARD:Standard Avfall:156;Kärl 240 L, osort. avfall. Varje vecka säsong ÅRKV ANTB
KÄ240OS26;KÄ240;240;240;;;;;STANDARD:Standard Avfall:153;Kärl 240 L, osort. avfall. Var 14:e dag ÅRKV ANTB
KÄ240OS52;KÄ240;240;240;;;;;STANDARD:Standard Avfall:152;Kärl 240 L, osort. avfall. Varje vecka ÅRKV ANTB
KÄ240OS6S;KÄ240;240;240;;;;;STANDARD:Standard Avfall:158;Kärl 240 L, osort. avfall. Var 4:e vecka säsong ÅRKV ANTB
KÄ240OS104;KÄ240;240|2;240;;2;;;STANDARD:Standard Avfall:151;Kärl 240 L, osort. avfall. 2ggr/ vecka ÅRKV ANTB
KÄ240OS44S;KÄ240;240|2;240;;2;;;STANDARD:Standard Avfall:155;Kärl 240 L, osort. avfall. 2ggr/vecka säsong ÅRKV ANTB
KÄ240OS156;KÄ240;240|3;240;;3;;;STANDARD:Standard Avfall:150;Kärl 240 L, osort. avfall. 3ggr/ vecka ÅRKV ANTB
KÄ240RK26;KÄ240;240|RE;240;RE;;;;RULE:Taxa_från_edp:115;Tvåfackskärl, rest/kompost. Okänd ÅRKV KÄ240RK26 | Tvåfackskärl, rest/kompost. | ÅRKV | Kärl 240L , restavfall/kompost | ANTB
KÄ240RK26;KÄ240;240|RE;240;RE;;;;RULE:Taxa_från_edp:116;Tvåfackskärl, rest/kompost. Okänd KVAN KÄ240RK26 | Tvåfackskärl, rest/kompost. | KVAN | Viktavgift restavfall kr/kg | VIKG
KÄ240MA104;KÄ240MA;240|MA|104;240;MA;104;;;STANDARD:Standard Avfall:98;Kärl 240 L, matavfall. 2ggr/ vecka ÅRKV ANTB
KÄ240MA11S;KÄ240MA;240|MA|11|S;240;MA;11;S;;STANDARD:Standard Avfall:104;Kärl 240 L, matavfall. Var 14:e dag säsong ÅRKV ANTB
KÄ240MA13;KÄ240MA;240|MA|13;240;MA;13;;;STANDARD:Standard Avfall:101;Kärl 240 L, matavfall. Var 4:e vecka ÅRKV ANTB
KÄ240MA156;KÄ240MA;240|MA|156;240;MA;156;;;STANDARD:Standard Avfall:97;Kärl 240 L, matavfall. 3ggr/ vecka ÅRKV ANTB
KÄ240MA22S;KÄ240MA;240|MA|22|S;240;MA;22;S;;STANDARD:Standard Avfall:103;Kärl 240 L, matavfall. Varje vecka säsong ÅRKV ANTB
KÄ240MA26;KÄ240MA;240|MA|26;240;MA;26;;;STANDARD:Standard Avfall:100;Kärl 240 L, matavfall. Var 14:e dag ÅRKV ANTB
KÄ240MA44S;KÄ240MA;240|MA|44|S;240;MA;44;S;;STANDARD:Standard Avfall:102;Kärl 240 L, matavfall. 2ggr/ vecka säsong ÅRKV ANTB
KÄ240MA52;KÄ240MA;240|MA|52;240;MA;52;;;STANDARD:Standard Avfall:99;Kärl 240 L, matavfall. Varje vecka ÅRKV ANTB
KÄ240MA6S;KÄ240MA;240|MA|6|S;240;MA;6;S;;STANDARD:Standard Avfall:105;Kärl 240 L, matavfall. Var 4:e vecka säsong ÅRKV ANTB
KÄ240RE104;KÄ240RE;240|RE|104;240;RE;104;;;STANDARD:Standard Avfall:46;Kärl 240 L, restavfall. 2ggr/ vecka ÅRKV ANTB
KÄ240RE11S;KÄ240RE;240|RE|11|S;240;RE;11;S;;STANDARD:Standard Avfall:52;Kärl 240 L, restavfall. Var 14:e dag säsong ÅRKV ANTB
KÄ240RE13;KÄ240RE;240|RE|13;240;RE;13;;;STANDARD:Standard Avfall:49;Kärl 240 L, restavfall. Var 4:e vecka ÅRKV ANTB
KÄ240RE156;KÄ240RE;240|RE|156;240;RE;156;;;STANDARD:Standard Avfall:45;Kärl 240 L, restavfall. 3ggr/ vecka ÅRKV ANTB
KÄ240RE22S;KÄ240RE;240|RE|22|S;240;RE;22;S;;STANDARD:Standard Avfall:51;Kärl 240 L, restavfall. Varje vecka säsong ÅRKV ANTB
KÄ240RE26;KÄ240RE;240|RE|26;240;RE;26;;;STANDARD:Standard Avfall:48;Kärl 240 L, restavfall. Var 14:e dag ÅRKV ANTB
KÄ240RE44S;KÄ240RE;240|RE|44|S;240;RE;44;S;;STANDARD:Standard Avfall:50;Kärl 240 L, restavfall. 2ggr/ vecka säsong ÅRKV ANTB
KÄ240RE52;KÄ240RE;240|RE|52;240;RE;52;;;STANDARD:Standard Avfall:47;Kärl 240 L, restavfall. Varje vecka ÅRKV ANTB
KÄ240RE6S;KÄ240RE;240|RE|6|S;240;RE;6;S;;STANDARD:Standard Avfall:53;Kärl 240 L, restavfall. Var 4:e vecka säsong ÅRKV ANTB
KÄ240RM26;KÄ240RM;240|RM|26;240;RM;26;;;RULE:Taxepunkter:20;Kärl 240 l (mat-/restavfall) Hushåll Restavfall Behållarvolym ÅRKV 240 §2.2.1 | §2.2.1 | Kärl 240 l (mat-/restavfall) | Hämtning var 14:e dag | st/år | KÄ240RM26 | KÄ240RM26 | ÅRKV |  |  |  | 
KÄ240RM26;KÄ240RM;240|RM|26;240;RM;26;;;RULE:Taxepunkter:26;Kärl 240 l (mat-/restavfall) Hushåll Restavfall Behållarvolym ÅRKV 240 §2.2.2 | §2.2.2 | Kärl 240 l (mat-/restavfall) | Hämtning var 14:e dag | st/år | KÄ240RM26 | KÄ240RM26 | ÅRKV |  |  |  | 
KÄ240RM26;KÄ240RM;240|RM|26;240;RM;26;;;RULE:Taxa_från_edp:117;Tvåfackskärl , rest/matavfall. Okänd Matavfall ÅRKV KÄ240RM26 | Tvåfackskärl , rest/matavfall. | ÅRKV | Tvåfackskärl , rest/matavfall. | ANTB
KÄ240RM26;KÄ240RM;240|RM|26;240;RM;26;;;RULE:Taxa_från_edp:118;Tvåfackskärl , rest/matavfall. Okänd Matavfall KVAN KÄ240RM26 | Tvåfackskärl , rest/matavfall. | KVAN | Viktavgift restavfall kr/kg | 0
KÄ240RM26;KÄ240RM;240|RM|26;240;RM;26;;;RULE:Taxa_från_edp:119;Tvåfackskärl , rest/matavfall. Okänd Matavfall KVAN KÄ240RM26 | Tvåfackskärl , rest/matavfall. | KVAN | Viktavgift matavfall kr/kg | 0
KÄ240RM26FV;KÄ240RM;240|RM|26|FV|FRITID;240;RM;26;FV;FRITID;RULE:Taxepunkter:39;Kärl 240 l (mat-/restavfall) Hushåll Restavfall Behållarvolym ÅRKV 240 §2.2.4 | §2.2.4 | Kärl 240 l (mat-/restavfall) | Hämtning var 14:e dag | st/år | KÄ240RM26FV | KÄ240RM26FV | ÅRKV |  |  |  | 
KÄ240RM26FV;KÄ240RM;240|RM|26|FV|FRITID;240;RM;26;FV;FRITID;RULE:Taxepunkter:70;Kärl 240 l (mat-/restavfall) Hushåll Restavfall Behållarvolym ÅRKV 240 §2.2.5 | §2.2.5 | Kärl 240 l (mat-/restavfall) | Hämtning var 14:e dag | st/år | KÄ240RM26FV | KÄ240RM26FV | ÅRKV |  |  |  | 
KÄ240RM26FV;KÄ240RM;240|RM|26|FV|FRITID;240;RM;26;FV;FRITID;RULE:Taxa_från_edp:120;Tvåfackskärl, rest/mat FLB/VHT Okänd ÅRKV KÄ240RM26FV | Tvåfackskärl, rest/mat FLB/VHT | ÅRKV | Kärl 240L , rest/mat FLB/VHT | ANTB
KÄ240RM26FV;KÄ240RM;240|RM|26|FV|FRITID;240;RM;26;FV;FRITID;RULE:Taxa_från_edp:121;Tvåfackskärl, rest/mat FLB/VHT Okänd KVAN KÄ240RM26FV | Tvåfackskärl, rest/mat FLB/VHT | KVAN | Viktavgift restavfall kr/kg | 0
KÄ240RM26FV;KÄ240RM;240|RM|26|FV|FRITID;240;RM;26;FV;FRITID;RULE:Taxa_från_edp:122;Tvåfackskärl, rest/mat FLB/VHT Okänd KVAN KÄ240RM26FV | Tvåfackskärl, rest/mat FLB/VHT | KVAN | Viktavgift matavfall kr/kg | 0
KÄ37LA11S;KÄ37;37;37;;;;;STANDARD:Standard Avfall:205;Kärl 37 L, latrin. Var 14:e dag, säsong ÅRKV ANTB
KÄ37LA12;KÄ37;37;37;;;;;STANDARD:Standard Avfall:204;Kärl 37 L, latrin. Var 4:e vecka ÅRKV ANTB
KÄ37LA26;KÄ37;37;37;;;;;STANDARD:Standard Avfall:203;Kärl 37 L, latrin. Var 14:e dag ÅRKV ANTB
KÄ37LA6S;KÄ37;37;37;;;;;STANDARD:Standard Avfall:206;Kärl 37 L, latrin. Var 4:e vecka, säsong ÅRKV ANTB
KÄ370FF111S;KÄ370;370;370;;;;;STANDARD:Standard Avfall:192;Kärl, 370 L fyrfack. Kärl 1, var 14:e dag säsong ÅRKV ANTB
KÄ370FF111S;KÄ370;370;370;;;;;STANDARD:Standard Avfall:193;Kärl, 370 L fyrfack. Kärl 1, var 14:e dag säsong ÅRKV ANTB
KÄ370FF113;KÄ370;370;370;;;;;STANDARD:Standard Avfall:189;Kärl, 370 L fyrfack. kärl 1. Var 4:e vecka ÅRKV ANTB
KÄ370FF126;KÄ370;370;370;;;;;STANDARD:Standard Avfall:187;Kärl, 370 L fyrfack. Kärl 1. Var 14:e dag ÅRKV ANTB
KÄ370FF16S;KÄ370;370;370;;;;;STANDARD:Standard Avfall:194;Kärl, 370 L fyrfack. Kärl 1. Var 4:e vecka säsong ÅRKV ANTB
KÄ370FF213;KÄ370;370;370;;;;;STANDARD:Standard Avfall:190;Kärl, 370 L fyrfack. kärl 2. Var 4:e vecka ÅRKV ANTB
KÄ370FF226;KÄ370;370;370;;;;;STANDARD:Standard Avfall:188;Kärl, 370 L fyrfack. Kärl 2. Var 14:e dag ÅRKV ANTB
KÄ370FF26S;KÄ370;370;370;;;;;STANDARD:Standard Avfall:195;Kärl, 370 L fyrfack. Kärl 2. Var 4:e vecka säsong ÅRKV ANTB
KÄ370OS11S;KÄ370;370;370;;;;;STANDARD:Standard Avfall:167;Kärl 370 L, osort. avfall. Var 14:e dag säsong ÅRKV ANTB
KÄ370OS13;KÄ370;370;370;;;;;STANDARD:Standard Avfall:164;Kärl 370 L, osort. avfall. Var 4:e vecka ÅRKV ANTB
KÄ370OS22S;KÄ370;370;370;;;;;STANDARD:Standard Avfall:166;Kärl 370 L, osort. avfall. Varje vecka säsong ÅRKV ANTB
KÄ370OS26;KÄ370;370;370;;;;;STANDARD:Standard Avfall:163;Kärl 370 L, osort. avfall. Var 14:e dag ÅRKV ANTB
KÄ370OS52;KÄ370;370;370;;;;;STANDARD:Standard Avfall:162;Kärl 370 L, osort. avfall. Varje vecka ÅRKV ANTB
KÄ370OS6S;KÄ370;370;370;;;;;STANDARD:Standard Avfall:168;Kärl 370 L, osort. avfall. Var 4:e vecka säsong ÅRKV ANTB
KÄ370WE13;KÄ370;370;370;;;;;STANDARD:Standard Avfall:358;Kärl 370 L, wellpapp. Var 4:e vecka ÅRKV ANTB
KÄ370WE26;KÄ370;370;370;;;;;STANDARD:Standard Avfall:357;Kärl 370 L, wellpapp. Var 14:e dag ÅRKV ANTB
KÄ370WE52;KÄ370;370;370;;;;;STANDARD:Standard Avfall:356;Kärl 370 L, wellpapp. Varje vecka ÅRKV ANTB
KÄ370OS104;KÄ370;370|2;370;;2;;;STANDARD:Standard Avfall:161;Kärl 370 L, osort. avfall. 2ggr/ vecka ÅRKV ANTB
KÄ370OS44S;KÄ370;370|2;370;;2;;;STANDARD:Standard Avfall:165;Kärl 370 L, osort. avfall. 2ggr/vecka säsong ÅRKV ANTB
KÄ370WE104;KÄ370;370|2;370;;2;;;STANDARD:Standard Avfall:355;Kärl 370 L, wellpapp. 2ggr/ vecka ÅRKV ANTB
KÄ370OS156;KÄ370;370|3;370;;3;;;STANDARD:Standard Avfall:160;Kärl 370 L, osort. avfall. 3ggr/ vecka ÅRKV ANTB
KÄ370WEBUD;KÄ370;370|WEBUD;370;;;WEBUD;;STANDARD:Standard Avfall:359;Kärl 370 L, wellpapp. Budning KVAN ANTL
KÄ370MA104;KÄ370MA;370|MA|104;370;MA;104;;;STANDARD:Standard Avfall:108;Kärl 370 L, matavfall. 2ggr/ vecka ÅRKV ANTB
KÄ370MA11S;KÄ370MA;370|MA|11|S;370;MA;11;S;;STANDARD:Standard Avfall:114;Kärl 370 L, matavfall. Var 14:e dag säsong ÅRKV ANTB
KÄ370MA13;KÄ370MA;370|MA|13;370;MA;13;;;STANDARD:Standard Avfall:111;Kärl 370 L, matavfall. Var 4:e vecka ÅRKV ANTB
KÄ370MA156;KÄ370MA;370|MA|156;370;MA;156;;;STANDARD:Standard Avfall:107;Kärl 370 L, matavfall. 3ggr/ vecka ÅRKV ANTB
KÄ370MA22S;KÄ370MA;370|MA|22|S;370;MA;22;S;;STANDARD:Standard Avfall:113;Kärl 370 L, matavfall. Varje vecka säsong ÅRKV ANTB
KÄ370MA26;KÄ370MA;370|MA|26;370;MA;26;;;STANDARD:Standard Avfall:110;Kärl 370 L, matavfall. Var 14:e dag ÅRKV ANTB
KÄ370MA44S;KÄ370MA;370|MA|44|S;370;MA;44;S;;STANDARD:Standard Avfall:112;Kärl 370 L, matavfall. 2ggr/ vecka säsong ÅRKV ANTB
KÄ370MA52;KÄ370MA;370|MA|52;370;MA;52;;;STANDARD:Standard Avfall:109;Kärl 370 L, matavfall. Varje vecka ÅRKV ANTB
KÄ370MA6S;KÄ370MA;370|MA|6|S;370;MA;6;S;;STANDARD:Standard Avfall:115;Kärl 370 L, matavfall. Var 4:e vecka säsong ÅRKV ANTB
KÄ370ME104;KÄ370ME;370|ME|104;370;ME;104;;;STANDARD:Standard Avfall:373;Kärl 370 L, metallförpackningar. 2ggr/ vecka ÅRKV ANTB
KÄ370ME13;KÄ370ME;370|ME|13;370;ME;13;;;STANDARD:Standard Avfall:376;Kärl 370 L, metallförpackningar. Var 4:e vecka ÅRKV ANTB
KÄ370ME26;KÄ370ME;370|ME|26;370;ME;26;;;STANDARD:Standard Avfall:375;Kärl 370 L, metallförpackningar. Var 14:e dag ÅRKV ANTB
KÄ370ME52;KÄ370ME;370|ME|52;370;ME;52;;;STANDARD:Standard Avfall:374;Kärl 370 L, metallförpackningar. Varje vecka ÅRKV ANTB
KÄ370MEBUD;KÄ370ME;370|ME|BUD;370;ME;;BUD;;STANDARD:Standard Avfall:377;Kärl 370 L, metallförpackningar. Budning KVAN ANTL
KÄ370PA104;KÄ370PA;370|PA|104;370;PA;104;;;STANDARD:Standard Avfall:367;Kärl 370 L, pappersförpackningar. 2ggr/ vecka ÅRKV ANTB
KÄ370PA13;KÄ370PA;370|PA|13;370;PA;13;;;STANDARD:Standard Avfall:370;Kärl 370 L, pappersförpackningar. Var 4:e vecka ÅRKV ANTB
KÄ370PA26;KÄ370PA;370|PA|26;370;PA;26;;;STANDARD:Standard Avfall:369;Kärl 370 L, pappersförpackningar. Var 14:e dag ÅRKV ANTB
KÄ370PA52;KÄ370PA;370|PA|52;370;PA;52;;;STANDARD:Standard Avfall:368;Kärl 370 L, pappersförpackningar. Varje vecka ÅRKV ANTB
KÄ370PABUD;KÄ370PA;370|PA|BUD;370;PA;;BUD;;STANDARD:Standard Avfall:371;Kärl 370 L, pappersförpackningar. Budning KVAN ANTL
KÄ370PL104;KÄ370PL;370|PL|104|LÅS;370;PL;104;LÅS;;STANDARD:Standard Avfall:379;Kärl 370 L, plastförpackningar. 2ggr/ vecka ÅRKV ANTB
KÄ370PL13;KÄ370PL;370|PL|13|LÅS;370;PL;13;LÅS;;STANDARD:Standard Avfall:382;Kärl 370 L, plastförpackningar. Var 4:e vecka ÅRKV ANTB
KÄ370PL26;KÄ370PL;370|PL|26|LÅS;370;PL;26;LÅS;;STANDARD:Standard Avfall:381;Kärl 370 L, plastförpackningar. Var 14:e dag ÅRKV ANTB
KÄ370PL52;KÄ370PL;370|PL|52|LÅS;370;PL;52;LÅS;;STANDARD:Standard Avfall:380;Kärl 370 L, plastförpackningar. Varje vecka ÅRKV ANTB
KÄ370PLBUD;KÄ370PL;370|PL|BUD;370;PL;;BUD;;STANDARD:Standard Avfall:383;Kärl 370 L, plastförpackningar. Budning KVAN ANTL
KÄ370RE104;KÄ370RE;370|RE|104;370;RE;104;;;STANDARD:Standard Avfall:56;Kärl 370 L, restavfall. 2ggr/ vecka ÅRKV ANTB
KÄ370RE11S;KÄ370RE;370|RE|11|S;370;RE;11;S;;STANDARD:Standard Avfall:62;Kärl 370 L, restavfall. Var 14:e dag säsong ÅRKV ANTB
KÄ370RE13;KÄ370RE;370|RE|13;370;RE;13;;;STANDARD:Standard Avfall:59;Kärl 370 L, restavfall. Var 4:e vecka ÅRKV ANTB
KÄ370RE156;KÄ370RE;370|RE|156;370;RE;156;;;STANDARD:Standard Avfall:55;Kärl 370 L, restavfall. 3ggr/ vecka ÅRKV ANTB
KÄ370RE22S;KÄ370RE;370|RE|22|S;370;RE;22;S;;STANDARD:Standard Avfall:61;Kärl 370 L, restavfall. Varje vecka säsong ÅRKV ANTB
KÄ370RE26;KÄ370RE;370|RE|26;370;RE;26;;;STANDARD:Standard Avfall:58;Kärl 370 L, restavfall. Var 14:e dag ÅRKV ANTB
KÄ370RE26FV;KÄ370RE;370|RE|26|FV|FRITID;370;RE;26;FV;FRITID;RULE:Taxepunkter:42;Kärl 370 l (restavfall) Hushåll Restavfall Behållarvolym ÅRKV 370 §2.2.4 | §2.2.4 | Kärl 370 l (restavfall) | Hämtning var 14:e dag | st/år | KÄ370RE26FV | KÄ370RE26FV | ÅRKV |  |  |  | 
KÄ370RE26FV;KÄ370RE;370|RE|26|FV|FRITID;370;RE;26;FV;FRITID;RULE:Taxepunkter:73;Kärl 370 l (restavfall) Hushåll Restavfall Behållarvolym ÅRKV 370 §2.2.5 | §2.2.5 | Kärl 370 l (restavfall) | Hämtning var 14:e dag | st/år | KÄ370RE26FV | KÄ370RE26FV | ÅRKV |  |  |  | 
KÄ370RE26FV;KÄ370RE;370|RE|26|FV|FRITID;370;RE;26;FV;FRITID;RULE:Taxa_från_edp:123;Kärl 370 L, rest. FLB/VHT Okänd Behållarvolym ÅRKV KÄ370RE26FV | Kärl 370 L, rest. FLB/VHT | ÅRKV | Kärl 370 L kärl, rest. FLB/VHT | ANTB
KÄ370RE26FV;KÄ370RE;370|RE|26|FV|FRITID;370;RE;26;FV;FRITID;RULE:Taxa_från_edp:124;Kärl 370 L, rest. FLB/VHT Okänd Behållarvolym KVAN KÄ370RE26FV | Kärl 370 L, rest. FLB/VHT | KVAN | Viktavgift restavfall kr/kg | VIKG,MAX60
KÄ370RE26FV;KÄ370RE;370|RE|26|FV|FRITID;370;RE;26;FV;FRITID;RULE:Taxa_från_edp:125;Kärl 370 L, rest. FLB/VHT Okänd Behållarvolym KVAN KÄ370RE26FV | Kärl 370 L, rest. FLB/VHT | KVAN | Avgift över 60 kg, restavfall | VIKG-60,MIN0
KÄ370RE44S;KÄ370RE;370|RE|44|S;370;RE;44;S;;STANDARD:Standard Avfall:60;Kärl 370 L, restavfall. 2ggr/ vecka säsong ÅRKV ANTB
KÄ370RE52;KÄ370RE;370|RE|52;370;RE;52;;;STANDARD:Standard Avfall:57;Kärl 370 L, restavfall. Varje vecka ÅRKV ANTB
KÄ370RE6S;KÄ370RE;370|RE|6|S;370;RE;6;S;;STANDARD:Standard Avfall:63;Kärl 370 L, restavfall. Var 4:e vecka säsong ÅRKV ANTB
KÄ370TI104;KÄ370TI;370|TI|104;370;TI;104;;;STANDARD:Standard Avfall:361;Kärl 370 L, tidningar. 2ggr/ vecka ÅRKV ANTB
KÄ370TI13;KÄ370TI;370|TI|13;370;TI;13;;;STANDARD:Standard Avfall:364;Kärl 370 L, tidningar. Var 4:e vecka ÅRKV ANTB
KÄ370TI26;KÄ370TI;370|TI|26;370;TI;26;;;STANDARD:Standard Avfall:363;Kärl 370 L, tidningar. Var 14:e dag ÅRKV ANTB
KÄ370TI52;KÄ370TI;370|TI|52;370;TI;52;;;STANDARD:Standard Avfall:362;Kärl 370 L, tidningar. Varje vecka ÅRKV ANTB
KÄ370TIBUD;KÄ370TI;370|TI|BUD;370;TI;;BUD;;STANDARD:Standard Avfall:365;Kärl 370 L, tidningar. Budning KVAN ANTL
KÄ660OS11S;KÄ660;660;660;;;;;STANDARD:Standard Avfall:181;Kärl 660 L, osort. avfall. Var 14:e dag säsong ÅRKV ANTB
KÄ660OS13;KÄ660;660;660;;;;;STANDARD:Standard Avfall:178;Kärl 660 L, osort. avfall. Var 4:e vecka ÅRKV ANTB
KÄ660OS22S;KÄ660;660;660;;;;;STANDARD:Standard Avfall:180;Kärl 660 L, osort. avfall. Varje vecka säsong ÅRKV ANTB
KÄ660OS26;KÄ660;660;660;;;;;STANDARD:Standard Avfall:177;Kärl 660 L, osort. avfall. Var 14:e dag ÅRKV ANTB
KÄ660OS52;KÄ660;660;660;;;;;STANDARD:Standard Avfall:176;Kärl 660 L, osort. avfall. Varje vecka ÅRKV ANTB
KÄ660OS6S;KÄ660;660;660;;;;;STANDARD:Standard Avfall:182;Kärl 660 L, osort. avfall. Var 4:e vecka säsong ÅRKV ANTB
KÄ660WE13;KÄ660;660;660;;;;;STANDARD:Standard Avfall:388;Kärl 660 L, wellpapp. Var 4:e vecka ÅRKV ANTB
KÄ660WE26;KÄ660;660;660;;;;;STANDARD:Standard Avfall:387;Kärl 660 L, wellpapp. Var 14:e dag ÅRKV ANTB
KÄ660WE52;KÄ660;660;660;;;;;STANDARD:Standard Avfall:386;Kärl 660 L, wellpapp. Varje vecka ÅRKV ANTB
KÄ660OS104;KÄ660;660|2;660;;2;;;STANDARD:Standard Avfall:175;Kärl 660 L, osort. avfall. 2ggr/ vecka ÅRKV ANTB
KÄ660OS44S;KÄ660;660|2;660;;2;;;STANDARD:Standard Avfall:179;Kärl 660 L, osort. avfall. 2ggr/vecka säsong ÅRKV ANTB
KÄ660WE104;KÄ660;660|2;660;;2;;;STANDARD:Standard Avfall:385;Kärl 660 L, wellpapp. 2ggr/ vecka ÅRKV ANTB
KÄ660OS156;KÄ660;660|3;660;;3;;;STANDARD:Standard Avfall:174;Kärl 660 L, osort. avfall. 3ggr/ vecka ÅRKV ANTB
KÄ660WEBUD;KÄ660;660|WEBUD;660;;;WEBUD;;STANDARD:Standard Avfall:389;Kärl 660 L, wellpapp. Budning KVAN ANTL
KÄ660ÖVRIGT;KÄ660;660|ÖVRIGT;660;;;ÖVRIGT;;RULE:Taxa_från_edp:129;Kärl 660 kommunens egna kärl för tex akutsäck Okänd ÅRKV KÄ660ÖVRIGT | Kärl 660 kommunens egna kärl för tex akutsäck | ÅRKV | Kärl 660 L, rest. FLB/VHT | ANTB
KÄ660ME104;KÄ660ME;660|ME|104;660;ME;104;;;STANDARD:Standard Avfall:403;Kärl 660 L, metallförpackningar. 2ggr/ vecka ÅRKV ANTB
KÄ660ME13;KÄ660ME;660|ME|13;660;ME;13;;;STANDARD:Standard Avfall:406;Kärl 660 L, metallförpackningar. Var 4:e vecka ÅRKV ANTB
KÄ660ME26;KÄ660ME;660|ME|26;660;ME;26;;;STANDARD:Standard Avfall:405;Kärl 660 L, metallförpackningar. Var 14:e dag ÅRKV ANTB
KÄ660ME52;KÄ660ME;660|ME|52;660;ME;52;;;STANDARD:Standard Avfall:404;Kärl 660 L, metallförpackningar. Varje vecka ÅRKV ANTB
KÄ660MEBUD;KÄ660ME;660|ME|BUD;660;ME;;BUD;;STANDARD:Standard Avfall:407;Kärl 660 L, metallförpackningar. Budning KVAN ANTL
KÄ660PA104;KÄ660PA;660|PA|104;660;PA;104;;;STANDARD:Standard Avfall:397;Kärl 660 L, pappersförpackningar. 2ggr/ vecka ÅRKV ANTB
KÄ660PA13;KÄ660PA;660|PA|13;660;PA;13;;;STANDARD:Standard Avfall:400;Kärl 660 L, pappersförpackningar. Var 4:e vecka ÅRKV ANTB
KÄ660PA26;KÄ660PA;660|PA|26;660;PA;26;;;STANDARD:Standard Avfall:399;Kärl 660 L, pappersförpackningar. Var 14:e dag ÅRKV ANTB
KÄ660PA52;KÄ660PA;660|PA|52;660;PA;52;;;STANDARD:Standard Avfall:398;Kärl 660 L, pappersförpackningar. Varje vecka ÅRKV ANTB
KÄ660PABUD;KÄ660PA;660|PA|BUD;660;PA;;BUD;;STANDARD:Standard Avfall:401;Kärl 660 L, pappersförpackningar. Budning KVAN ANTL
KÄ660PL104;KÄ660PL;660|PL|104|LÅS;660;PL;104;LÅS;;STANDARD:Standard Avfall:409;Kärl 660 L, plastförpackningar. 2ggr/ vecka ÅRKV ANTB
KÄ660PL13;KÄ660PL;660|PL|13|LÅS;660;PL;13;LÅS;;STANDARD:Standard Avfall:412;Kärl 660 L, plastförpackningar. Var 4:e vecka ÅRKV ANTB
KÄ660PL26;KÄ660PL;660|PL|26|LÅS;660;PL;26;LÅS;;STANDARD:Standard Avfall:411;Kärl 660 L, plastförpackningar. Var 14:e dag ÅRKV ANTB
KÄ660PL52;KÄ660PL;660|PL|52|LÅS;660;PL;52;LÅS;;STANDARD:Standard Avfall:410;Kärl 660 L, plastförpackningar. Varje vecka ÅRKV ANTB
KÄ660PLBUD;KÄ660PL;660|PL|BUD;660;PL;;BUD;;STANDARD:Standard Avfall:413;Kärl 660 L, plastförpackningar. Budning KVAN ANTL
KÄ660RE026;KÄ660RE;660|RE|026;660;RE;026;;;STANDARD:Standard Avfall:68;Kärl 660 L, restavfall. Var 14:e dag ÅRKV ANTB
KÄ660RE104;KÄ660RE;660|RE|104;660;RE;104;;;STANDARD:Standard Avfall:66;Kärl 660 L, restavfall. 2ggr/ vecka ÅRKV ANTB
KÄ660RE11S;KÄ660RE;660|RE|11|S;660;RE;11;S;;STANDARD:Standard Avfall:72;Kärl 660 L, restavfall. Var 14:e dag säsong ÅRKV ANTB
KÄ660RE13;KÄ660RE;660|RE|13;660;RE;13;;;STANDARD:Standard Avfall:69;Kärl 660 L, restavfall. Var 4:e vecka ÅRKV ANTB
KÄ660RE13D2;KÄ660RE;660|RE|13;660;RE;13;;;STANDARD:Standard Avfall:9;Kärl 660 L, restavfall. Var 4:e vecka. 2 hh ÅRKV ANTB
KÄ660RE156;KÄ660RE;660|RE|156;660;RE;156;;;STANDARD:Standard Avfall:65;Kärl 660 L, restavfall. 3ggr/ vecka ÅRKV ANTB
KÄ660RE22S;KÄ660RE;660|RE|22|S;660;RE;22;S;;STANDARD:Standard Avfall:71;Kärl 660 L, restavfall. Varje vecka säsong ÅRKV ANTB
