Tax Decision Report

Priority:
1. Bekräftad kommun-EDP / Taxa_från_edp
2. Word-taxa
3. Standardtaxor endast som förslag
4. Manuell granskning

Total: 241
EDP_MATCH: 0
STANDARD_PROPOSAL: 0
REVIEW_REQUIRED: 113
NEW_TAXA: 128

Details:
- REVIEW_REQUIRED | 3.4 | Latrinbehållare 37 liter inkl. mottagning och behandling | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.45 justerad=0.49. Matchar category: Slam, container_volume_liter: 6m3, unit_type: Volym, factor_hint: VOLM. Skillnader service_type: Word='' kandidat='Hämtning/tömning', property_type: Word='Flerbostadshus' kandidat=''
- REVIEW_REQUIRED | 4.1 | Filtermassor upp till 500 kg | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.31 justerad=0.36. Matchar category: Slam, service_type: Extra. Skillnader waste_type: Word='Träavfall' kandidat='', container_volume_liter: Word='' kandidat='5m3', property_type: Word='Flerbostadshus' kandidat='', unit_type: Word='' kandidat='Volym'
- REVIEW_REQUIRED | 4.1 | Filtermassor 500-1000 kg | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.31 justerad=0.36. Matchar category: Slam, service_type: Extra. Skillnader waste_type: Word='Träavfall' kandidat='', container_volume_liter: Word='' kandidat='5m3', property_type: Word='Flerbostadshus' kandidat='', unit_type: Word='' kandidat='Volym'
- REVIEW_REQUIRED | 4.2 | Krav på information om hämtningstid | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.31 justerad=0.36. Matchar category: Slam, service_type: Extra. Skillnader waste_type: Word='Träavfall' kandidat='', container_volume_liter: Word='' kandidat='5m3', property_type: Word='Flerbostadshus' kandidat='', unit_type: Word='' kandidat='Volym'
- REVIEW_REQUIRED | 4.2 | Krav på närvaro vid specificerad hämtningstid | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.31 justerad=0.36. Matchar category: Slam, service_type: Extra. Skillnader waste_type: Word='Träavfall' kandidat='', container_volume_liter: Word='' kandidat='5m3', property_type: Word='Flerbostadshus' kandidat='', unit_type: Word='' kandidat='Volym'
- NEW_TAXA | 4.2 | Hantering av kod för kodlås | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD BRN03SLORD score=0.33 justerad=0.33. Matchar category: Slam, container_type: Brunn. Skillnader waste_type: Word='' kandidat='Slam', service_type: Word='' kandidat='Abonnemang', property_type: Word='Flerbostadshus' kandidat='', unit_type: Word='Vikt' kandidat=''
- NEW_TAXA | 5.1 | Upp till 3 m3 | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=RULE:EDP SLAM score=0.34 justerad=0.44. Matchar category: Slam, service_type: Hämtning/tömning. Skillnader waste_type: Word='' kandidat='Slam', container_type: Word='' kandidat='Brunn', property_type: Word='Flerbostadshus' kandidat='', factor_hint: Word='' kandidat='KVAN'
- NEW_TAXA | 5.1 | Mellan 3 m3 och 6 m3 | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=RULE:EDP SLAM score=0.34 justerad=0.44. Matchar category: Slam, service_type: Hämtning/tömning. Skillnader waste_type: Word='' kandidat='Slam', container_type: Word='' kandidat='Brunn', property_type: Word='Flerbostadshus' kandidat='', factor_hint: Word='' kandidat='KVAN'
- NEW_TAXA | 5.1 | Över 6 m3 | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=RULE:EDP SLAM score=0.34 justerad=0.44. Matchar category: Slam, service_type: Hämtning/tömning. Skillnader waste_type: Word='' kandidat='Slam', container_type: Word='' kandidat='Brunn', property_type: Word='Flerbostadshus' kandidat='', factor_hint: Word='' kandidat='KVAN'
- NEW_TAXA | 5.2 | Dragning av extra slang vid 5-25 m | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=RULE:EDP CONT12SLBUD score=0.32 justerad=0.42. Matchar category: Slam. Skillnader waste_type: Word='' kandidat='Slam', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Container', container_volume_liter: Word='' kandidat='12m3'
- NEW_TAXA | 5.2 | Dragning av extra slang vid 25-35 m | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=RULE:EDP CONT12SLBUD score=0.32 justerad=0.42. Matchar category: Slam. Skillnader waste_type: Word='' kandidat='Slam', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Container', container_volume_liter: Word='' kandidat='12m3'
- REVIEW_REQUIRED | 5.2 | Dragning av extra slang vid 36-45 m | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.52 justerad=0.57. Matchar category: Slam, service_type: Extra, container_volume_liter: 5m3, unit_type: Volym, factor_hint: VOLM. Skillnader waste_type: Word='Träavfall' kandidat='', property_type: Word='Flerbostadshus' kandidat=''
- NEW_TAXA | 5.2 | Dragning av extra slang vid 46-55 m | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=RULE:EDP SLAM score=0.34 justerad=0.44. Matchar category: Slam, service_type: Hämtning/tömning. Skillnader waste_type: Word='' kandidat='Slam', container_type: Word='' kandidat='Brunn', property_type: Word='Flerbostadshus' kandidat='', factor_hint: Word='' kandidat='KVAN'
- NEW_TAXA | 5.2 | Hantering av brunnslock som väger 15-25 kg | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=RULE:EDP SLAM score=0.34 justerad=0.44. Matchar category: Slam, service_type: Hämtning/tömning. Skillnader waste_type: Word='' kandidat='Slam', container_type: Word='' kandidat='Brunn', property_type: Word='Flerbostadshus' kandidat='', factor_hint: Word='' kandidat='KVAN'
- REVIEW_REQUIRED | 5.2 | Krav på information om tömningstid | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.26 justerad=0.31. Matchar category: Verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Kyl/frys'
- REVIEW_REQUIRED | 5.2 | Krav på närvaro vid specificerad tömningstid | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.33 justerad=0.38. Matchar category: Verksamhetsavfall, service_type: Abonnemang. Skillnader waste_type: Word='' kandidat='Farligt avfall', property_type: Word='Flerbostadshus' kandidat='', unit_type: Word='' kandidat='Tillfälle', factor_hint: Word='' kandidat='TILLFÄLLE'
- REVIEW_REQUIRED | 5.2 | Hantering av kod för kodlås vid tömning | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.26 justerad=0.30. Matchar category: Verksamhetsavfall. Skillnader waste_type: Word='' kandidat='Farligt avfall', service_type: Word='' kandidat='Abonnemang', property_type: Word='Flerbostadshus' kandidat='', unit_type: Word='' kandidat='Tillfälle'
- REVIEW_REQUIRED | 5.2 | Hetvattentvätt med spolbil, timersättning | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.26 justerad=0.30. Matchar category: Verksamhetsavfall. Skillnader waste_type: Word='' kandidat='Farligt avfall', service_type: Word='' kandidat='Abonnemang', property_type: Word='Flerbostadshus' kandidat='', unit_type: Word='' kandidat='Tillfälle'
- REVIEW_REQUIRED | 5.2 | Silikontätning per lock | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.33 justerad=0.38. Matchar category: Verksamhetsavfall, service_type: Abonnemang. Skillnader waste_type: Word='' kandidat='Farligt avfall', property_type: Word='Verksamhet' kandidat='', unit_type: Word='' kandidat='Tillfälle', factor_hint: Word='' kandidat='TILLFÄLLE'
- REVIEW_REQUIRED | 5.2 | Tömning av extra tank i samband med ordinarie/budad tömning upp till 5 m3 | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.26 justerad=0.30. Matchar category: Verksamhetsavfall. Skillnader waste_type: Word='' kandidat='Farligt avfall', service_type: Word='' kandidat='Abonnemang', property_type: Word='Flerbostadshus' kandidat='', unit_type: Word='' kandidat='Tillfälle'
- REVIEW_REQUIRED | 5.3 | Budning inom ordinarie tömningsperiod (1 maj- 31 oktober) | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.40 justerad=0.45. Matchar category: ÅVC/verksamhetsavfall, container_type: Säck, container_volume_liter: 240. Skillnader property_type: Word='Flerbostadshus' kandidat='', unit_type: Word='Styck' kandidat='Behållarvolym', factor_hint: Word='ST' kandidat='VOLYM/BEHÅLLARE'
- NEW_TAXA | 5.3 | Budning utanför ordinarie tömningsperiod | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26F score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Flerbostadshus. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.1 | Verksamheter | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26F score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Flerbostadshus. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.1 | Övriga abonnemangstyper | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26F score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Flerbostadshus. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.1 | Vågkort | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26F score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Flerbostadshus. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- REVIEW_REQUIRED | 6.1.1 | Borttappat vågkort | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.38 justerad=0.43. Matchar category: ÅVC/verksamhetsavfall, waste_type: Tryckimpregnerat trä. Skillnader property_type: Word='Flerbostadshus' kandidat='', unit_type: Word='Vikt' kandidat='', factor_hint: Word='VIKG' kandidat=''
- REVIEW_REQUIRED | 6.1.1 | Ej redovisad ankomst till ÅVC (för företagare och privatpersoner som lämnar verksamhetsavfall utan att anmäla sin ankomst) | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.38 justerad=0.43. Matchar category: ÅVC/verksamhetsavfall, waste_type: Betong. Skillnader property_type: Word='Flerbostadshus' kandidat='', unit_type: Word='Vikt' kandidat='', factor_hint: Word='VIKG' kandidat=''
- REVIEW_REQUIRED | 6.1.1 | Ej redovisad eller fel redovisad fraktion av avfall | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.38 justerad=0.43. Matchar category: ÅVC/verksamhetsavfall, waste_type: Gips. Skillnader property_type: Word='Flerbostadshus' kandidat='', unit_type: Word='Vikt' kandidat='', factor_hint: Word='VIKG' kandidat=''
- REVIEW_REQUIRED | 6.1.2 | Avfall till energiåtervinning (240 L sopsäck) | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.38 justerad=0.43. Matchar category: ÅVC/verksamhetsavfall, waste_type: Tegel. Skillnader property_type: Word='Flerbostadshus' kandidat='', unit_type: Word='Vikt' kandidat='', factor_hint: Word='VIKG' kandidat=''
- NEW_TAXA | 6.1.2 | Avfall till energiåtervinning | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26F score=0.42 justerad=0.42. Matchar category: ÅVC/verksamhetsavfall, service_type: Abonnemang, property_type: Flerbostadshus. Skillnader waste_type: Word='' kandidat='Restavfall', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140', unit_type: Word='Vikt' kandidat='Behållarvolym'
- REVIEW_REQUIRED | 6.1.2 | Skrymmande avfall till energiåtervinning större än 20×20×80 | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.38 justerad=0.43. Matchar category: ÅVC/verksamhetsavfall, waste_type: Plast. Skillnader property_type: Word='Verksamhet' kandidat='', unit_type: Word='Vikt' kandidat='', factor_hint: Word='VIKG' kandidat=''
- REVIEW_REQUIRED | 6.1.2 | Träavfall – obehandlat, utan tapet, plastmatta, tjärpapp | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.50 justerad=0.55. Matchar category: ÅVC/verksamhetsavfall, waste_type: Asbest, unit_type: Volym, factor_hint: VOLM. Skillnader property_type: Word='Verksamhet' kandidat=''
- NEW_TAXA | 6.1.2 | Träavfall – behandlat, utan tapet, plastmatta, tjärpapp | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Tryckimpregnerat virke, pall | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Betong, lättbetong | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- REVIEW_REQUIRED | 6.1.2 | Gips, gipsskivor | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.38 justerad=0.43. Matchar category: ÅVC/verksamhetsavfall, waste_type: Metall. Skillnader property_type: Word='Verksamhet' kandidat='', unit_type: Word='Vikt' kandidat='', factor_hint: Word='VIKG' kandidat=''
- NEW_TAXA | 6.1.2 | Tegel | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Fönster- och planglas utan karm | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Fönster med karm | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.48 justerad=0.48. Matchar category: ÅVC/verksamhetsavfall, service_type: Abonnemang, property_type: Verksamhet, unit_type: Behållarvolym. Skillnader waste_type: Word='' kandidat='Restavfall', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140', factor_hint: Word='VOLYM/BEHÅLLARE' kandidat='ÅRKV'
- NEW_TAXA | 6.1.2 | Plast | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.42 justerad=0.42. Matchar category: ÅVC/verksamhetsavfall, service_type: Abonnemang, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140', unit_type: Word='Volym' kandidat='Behållarvolym'
- REVIEW_REQUIRED | 6.1.2 | Isolering utan innehåll av asbest | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.32 justerad=0.37. Matchar category: ÅVC/verksamhetsavfall, unit_type: Volym, factor_hint: VOLM. Skillnader waste_type: Word='' kandidat='Asbest', property_type: Word='Verksamhet' kandidat=''
- REVIEW_REQUIRED | 6.1.2 | Klinker, keramik, porslin | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.48 justerad=0.53. Matchar category: ÅVC/verksamhetsavfall, waste_type: Elavfall, service_type: Abonnemang. Skillnader property_type: Word='Verksamhet' kandidat=''
- NEW_TAXA | 6.1.2 | Handfat | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- REVIEW_REQUIRED | 6.1.2 | WC-stol | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.27 justerad=0.32. Matchar waste_type: Oljeavfall. Skillnader category: Word='ÅVC/verksamhetsavfall' kandidat='Verksamhetsavfall', service_type: Word='' kandidat='Abonnemang', property_type: Word='Verksamhet' kandidat='', unit_type: Word='Vikt' kandidat=''
- REVIEW_REQUIRED | 6.1.2 | Metall | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.27 justerad=0.32. Matchar waste_type: Oljeavfall. Skillnader category: Word='ÅVC/verksamhetsavfall' kandidat='Verksamhetsavfall', service_type: Word='' kandidat='Abonnemang', property_type: Word='Verksamhet' kandidat='', unit_type: Word='Vikt' kandidat=''
- REVIEW_REQUIRED | 6.1.2 | Textilier | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.34 justerad=0.39. Matchar waste_type: Oljeavfall, service_type: Abonnemang. Skillnader category: Word='ÅVC/verksamhetsavfall' kandidat='Verksamhetsavfall', property_type: Word='Verksamhet' kandidat='', unit_type: Word='Vikt' kandidat='', factor_hint: Word='VIKG' kandidat=''
- NEW_TAXA | 6.1.2 | Fiskeredskap | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Ätbart fett/frityrolja | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Kvistar och grenar | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- REVIEW_REQUIRED | 6.1.2 | Jord | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.34 justerad=0.39. Matchar waste_type: Förpackningar, service_type: Abonnemang. Skillnader category: Word='ÅVC/verksamhetsavfall' kandidat='Hushåll', property_type: Word='Verksamhet' kandidat='', unit_type: Word='Vikt' kandidat='', factor_hint: Word='VIKG' kandidat=''
- REVIEW_REQUIRED | 6.1.2 | Sten | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.27 justerad=0.32. Matchar waste_type: Oljeavfall. Skillnader category: Word='ÅVC/verksamhetsavfall' kandidat='Verksamhetsavfall', service_type: Word='' kandidat='Abonnemang', property_type: Word='Verksamhet' kandidat='', unit_type: Word='Vikt' kandidat=''
- NEW_TAXA | 6.1.2 | Stubbar/rötter för krossning | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- REVIEW_REQUIRED | 6.1.2 | Flera fraktioner för egen sortering på ramp (max 2 m³) | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.27 justerad=0.32. Matchar waste_type: Oljeavfall. Skillnader category: Word='ÅVC/verksamhetsavfall' kandidat='Verksamhetsavfall', service_type: Word='' kandidat='Abonnemang', property_type: Word='Verksamhet' kandidat='', unit_type: Word='Vikt' kandidat=''
- NEW_TAXA | 6.1.2 | Osorterat avfall till sortering (ej innehåll av farligt avfall och elavfall) | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Tonerkassetter, utan elektronik/chip | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.29 justerad=0.29. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='Träavfall' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Oljeemulsion, emballerat | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Förorenad olja innehållande PCB | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Oljeavskiljarslam | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
