Status;Source;Rule;Confidence;Paragraf;Taxapunkt;Variant;Enhet;Excel rad;EDP taxakod;Standard taxakod;Kommentar
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.445;2.4.9;Tömningsavgift per behållare;;;;;;Bästa kandidat var för svag. Kandidat=RULE:TAXEPUNKT KÄ240RM26 score=0.40 justerad=0.45. Matchar category: Hushåll, service_type: Hämtning/tömning. Skillnader waste_type: Word='' kandidat='Restavfall', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='240', unit_type: Word='' kandidat='Behållarvolym'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.345;2.4.10;Betalsäck;;;;;;Bästa kandidat var för svag. Kandidat=RULE:TAXEPUNKT KÄ240RM26 score=0.29 justerad=0.34. Matchar category: Hushåll. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Hämtning/tömning', container_type: Word='Säck' kandidat='Kärl', container_volume_liter: Word='' kandidat='240'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.345;2.4.10;Akutsäck;;;;;;Bästa kandidat var för svag. Kandidat=RULE:TAXEPUNKT KÄ240RM26 score=0.29 justerad=0.34. Matchar category: Hushåll. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Hämtning/tömning', container_type: Word='Säck' kandidat='Kärl', container_volume_liter: Word='' kandidat='240'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.475;2.4.11;Matavfallspåsar 9 L;;;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.42 justerad=0.47. Matchar category: Hushåll, service_type: Abonnemang, unit_type: Behållarvolym, factor_hint: VOLYM/BEHÅLLARE. Skillnader container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='370'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.570;2.4.11;Matavfallspåsar 22 L;;;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.52 justerad=0.57. Matchar category: Hushåll, service_type: Abonnemang, container_volume_liter: 22, unit_type: Behållarvolym, factor_hint: VOLYM/BEHÅLLARE
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.445;2.4.11;Gravitationslås till kärl;;kärl;;;;Bästa kandidat var för svag. Kandidat=RULE:TAXEPUNKT KÄ240RM26 score=0.40 justerad=0.45. Matchar category: Hushåll, container_type: Kärl. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Hämtning/tömning', container_volume_liter: Word='' kandidat='240', unit_type: Word='' kandidat='Behållarvolym'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.445;2.4.11;Extra nyckel till gravitationslås;;;;;;Bästa kandidat var för svag. Kandidat=RULE:TAXEPUNKT KÄ190XRM26 score=0.40 justerad=0.45. Matchar category: Hushåll, service_type: Extra. Skillnader waste_type: Word='' kandidat='Restavfall', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='190', unit_type: Word='' kandidat='Behållarvolym'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.370;2.5.1;Kommunalt avfall;;;;;;Bästa kandidat var för svag. Kandidat=RULE:TAXEPUNKT KÄ240RM26 score=0.32 justerad=0.37. Matchar category: Hushåll. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Hämtning/tömning', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='240'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.560;2.5.1;Farligt avfall (ej uppmärkt);;;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.51 justerad=0.56. Matchar category: Hushåll, waste_type: Farligt avfall, service_type: Abonnemang. Skillnader unit_type: Word='' kandidat='Tillfälle', factor_hint: Word='' kandidat='TILLFÄLLE'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.560;2.5.1;Farligt avfall (uppmärkt);;;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.51 justerad=0.56. Matchar category: Hushåll, waste_type: Farligt avfall, service_type: Abonnemang. Skillnader unit_type: Word='' kandidat='Tillfälle', factor_hint: Word='' kandidat='TILLFÄLLE'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.370;2.5.1;Avisering av ankomst;;;;;;Bästa kandidat var för svag. Kandidat=RULE:TAXEPUNKT KÄ240RM26 score=0.32 justerad=0.37. Matchar category: Hushåll. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Hämtning/tömning', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='240'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.520;3.1;Upp till 3 m3;;m³;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.47 justerad=0.52. Matchar category: Flerbostad/verksamhet, container_volume_liter: 3m3, unit_type: Volym, factor_hint: VOLM. Skillnader service_type: Word='' kandidat='Hämtning/tömning', container_type: Word='' kandidat='Brunn'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.520;3.1;Mellan 3 m3 och 6 m3;;m³;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.47 justerad=0.52. Matchar category: Flerbostad/verksamhet, container_volume_liter: 3m3, unit_type: Volym, factor_hint: VOLM. Skillnader service_type: Word='' kandidat='Hämtning/tömning', container_type: Word='' kandidat='Brunn'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.495;3.1;Mellan 6 m3 och 9 m3;;m³;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.45 justerad=0.49. Matchar category: Flerbostad/verksamhet, container_volume_liter: 6m3, unit_type: Volym, factor_hint: VOLM. Skillnader service_type: Word='' kandidat='Hämtning/tömning'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.470;3.1;Tillägg per m3 över 9 m3;;m³;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.42 justerad=0.47. Matchar category: Flerbostad/verksamhet, container_volume_liter: 9m3, unit_type: Volym, factor_hint: VOLM
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.595;3.1;Bad-, disk- och tvättbrunn upp till 3 m3;;m³;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.55 justerad=0.59. Matchar category: Flerbostad/verksamhet, container_type: Brunn, container_volume_liter: 3m3, unit_type: Volym, factor_hint: VOLM. Skillnader service_type: Word='' kandidat='Hämtning/tömning'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.520;3.1;Tillägg per m3 över 3 m3;;m³;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.47 justerad=0.52. Matchar category: Flerbostad/verksamhet, container_volume_liter: 3m3, unit_type: Volym, factor_hint: VOLM. Skillnader service_type: Word='' kandidat='Hämtning/tömning', container_type: Word='' kandidat='Brunn'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.385;3.2;Dragning av extra slang vid 5-25 m;;;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.34 justerad=0.39. Matchar category: Flerbostad/verksamhet, service_type: Extra. Skillnader container_type: Word='' kandidat='Brunn', container_volume_liter: Word='' kandidat='5m3', unit_type: Word='' kandidat='Volym', factor_hint: Word='' kandidat='VOLM'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.385;3.2;Dragning av extra slang vid 25-35 m;;;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.34 justerad=0.39. Matchar category: Flerbostad/verksamhet, service_type: Extra. Skillnader container_type: Word='' kandidat='Brunn', container_volume_liter: Word='' kandidat='5m3', unit_type: Word='' kandidat='Volym', factor_hint: Word='' kandidat='VOLM'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.385;3.2;Dragning av extra slang vid 36-45 m;;;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.34 justerad=0.39. Matchar category: Flerbostad/verksamhet, service_type: Extra. Skillnader container_type: Word='' kandidat='Brunn', container_volume_liter: Word='' kandidat='5m3', unit_type: Word='' kandidat='Volym', factor_hint: Word='' kandidat='VOLM'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.385;3.2;Dragning av extra slang vid 46-55 m;;;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.34 justerad=0.39. Matchar category: Flerbostad/verksamhet, service_type: Extra. Skillnader container_type: Word='' kandidat='Brunn', container_volume_liter: Word='' kandidat='5m3', unit_type: Word='' kandidat='Volym', factor_hint: Word='' kandidat='VOLM'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.355;3.2;Hantering av brunnslock som väger 15-25 kg;;kilogram;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.30 justerad=0.35. Matchar category: Flerbostad/verksamhet, container_type: Brunn. Skillnader service_type: Word='' kandidat='Hämtning/tömning', container_volume_liter: Word='' kandidat='3m3', unit_type: Word='Vikt' kandidat='Volym', factor_hint: Word='VIKG' kandidat='VOLM'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.385;3.2;Krav på information om tömningstid;;;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.34 justerad=0.39. Matchar category: Flerbostad/verksamhet, service_type: Hämtning/tömning. Skillnader container_type: Word='' kandidat='Brunn', container_volume_liter: Word='' kandidat='3m3', unit_type: Word='' kandidat='Volym', factor_hint: Word='' kandidat='VOLM'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.385;3.2;Krav på närvaro vid specificerad tömningstid;;;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.34 justerad=0.39. Matchar category: Flerbostad/verksamhet, service_type: Hämtning/tömning. Skillnader container_type: Word='' kandidat='Brunn', container_volume_liter: Word='' kandidat='3m3', unit_type: Word='' kandidat='Volym', factor_hint: Word='' kandidat='VOLM'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.560;3.2;Hantering av kod för kodlås vid slamtömning;;;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.51 justerad=0.56. Matchar category: Flerbostad/verksamhet, waste_type: Slam, service_type: Hämtning/tömning. Skillnader unit_type: Word='' kandidat='Tillfälle', factor_hint: Word='' kandidat='TILLFÄLLE'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.310;3.2;Hetvattentvätt med spolbil, timersättning;;;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.26 justerad=0.31. Matchar category: Flerbostad/verksamhet. Skillnader service_type: Word='' kandidat='Hämtning/tömning', container_type: Word='' kandidat='Brunn', container_volume_liter: Word='' kandidat='3m3', unit_type: Word='' kandidat='Volym'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.670;3.2;Tömning av extra tank/brunn i samband med ordinarie/budad tömning upp till 5 m3;;m³;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.62 justerad=0.67. Matchar category: Flerbostad/verksamhet, service_type: Extra, container_type: Brunn, container_volume_liter: 5m3, unit_type: Volym, factor_hint: VOLM
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.385;3.3;Budning inom ordinarie tömningsperiod (1 maj- 31 oktober);;;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.34 justerad=0.39. Matchar category: Flerbostad/verksamhet, service_type: Hämtning/tömning. Skillnader container_type: Word='' kandidat='Brunn', container_volume_liter: Word='' kandidat='3m3', unit_type: Word='' kandidat='Volym', factor_hint: Word='' kandidat='VOLM'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.385;3.3;Budning utanför ordinarie tömningsperiod (1 nov – 30 april);;;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.34 justerad=0.39. Matchar category: Flerbostad/verksamhet, service_type: Hämtning/tömning. Skillnader container_type: Word='' kandidat='Brunn', container_volume_liter: Word='' kandidat='3m3', unit_type: Word='' kandidat='Volym', factor_hint: Word='' kandidat='VOLM'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.375;3.3;Tömning av toalettvagnar eller liknande /styck;;styck;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.33 justerad=0.38. Matchar category: Flerbostad/verksamhet, unit_type: Styck, factor_hint: ST. Skillnader service_type: Word='Hämtning/tömning' kandidat='Abonnemang', container_type: Word='' kandidat='Latrin', container_volume_liter: Word='' kandidat='37'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.550;3.4;Latrinbehållare 37 liter inkl. mottagning och behandling;;liter;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.50 justerad=0.55. Matchar category: Flerbostad/verksamhet, service_type: Abonnemang, container_type: Latrin, container_volume_liter: 37. Skillnader unit_type: Word='Behållarvolym' kandidat='Styck', factor_hint: Word='VOLYM/BEHÅLLARE' kandidat='ST'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.255;4.1;Filtermassor upp till 500 kg;;kilogram;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.20 justerad=0.26. Matchar unit_type: Vikt, factor_hint: VIKG. Skillnader category: Word='Tilläggstjänst' kandidat='ÅVC/verksamhetsavfall', waste_type: Word='' kandidat='Elavfall', service_type: Word='' kandidat='Abonnemang'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.255;4.1;Filtermassor 500-1000 kg;;kilogram;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.20 justerad=0.26. Matchar unit_type: Vikt, factor_hint: VIKG. Skillnader category: Word='Tilläggstjänst' kandidat='ÅVC/verksamhetsavfall', waste_type: Word='' kandidat='Elavfall', service_type: Word='' kandidat='Abonnemang'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.320;4.2;Krav på information om hämtningstid;;;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.27 justerad=0.32. Matchar category: Tilläggstjänst, service_type: Hämtning/tömning. Skillnader unit_type: Word='' kandidat='Tillfälle', factor_hint: Word='' kandidat='TILLFÄLLE'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.320;4.2;Krav på närvaro vid specificerad hämtningstid;;;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.27 justerad=0.32. Matchar category: Tilläggstjänst, service_type: Hämtning/tömning. Skillnader unit_type: Word='' kandidat='Tillfälle', factor_hint: Word='' kandidat='TILLFÄLLE'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.295;4.2;Hantering av kod för kodlås;;;;;;Bästa kandidat var för svag. Kandidat=RULE:EDP KÄ240RK26FRI score=0.20 justerad=0.29. Skillnader category: Word='Tilläggstjänst' kandidat='Okänd', waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.495;5.1;Upp till 3 m3;;m³;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.45 justerad=0.49. Matchar category: Slam, container_volume_liter: 3m3, unit_type: Volym, factor_hint: VOLM. Skillnader service_type: Word='' kandidat='Hämtning/tömning'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.495;5.1;Mellan 3 m3 och 6 m3;;m³;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.45 justerad=0.49. Matchar category: Slam, container_volume_liter: 3m3, unit_type: Volym, factor_hint: VOLM. Skillnader service_type: Word='' kandidat='Hämtning/tömning'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.495;5.1;Över 6 m3;;m³;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.45 justerad=0.49. Matchar category: Slam, container_volume_liter: 6m3, unit_type: Volym, factor_hint: VOLM. Skillnader service_type: Word='' kandidat='Hämtning/tömning'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.360;5.2;Dragning av extra slang vid 5-25 m;;;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.31 justerad=0.36. Matchar category: Slam, service_type: Extra. Skillnader container_volume_liter: Word='' kandidat='5m3', unit_type: Word='' kandidat='Volym', factor_hint: Word='' kandidat='VOLM'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.360;5.2;Dragning av extra slang vid 25-35 m;;;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.31 justerad=0.36. Matchar category: Slam, service_type: Extra. Skillnader container_volume_liter: Word='' kandidat='5m3', unit_type: Word='' kandidat='Volym', factor_hint: Word='' kandidat='VOLM'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.360;5.2;Dragning av extra slang vid 36-45 m;;;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.31 justerad=0.36. Matchar category: Slam, service_type: Extra. Skillnader container_volume_liter: Word='' kandidat='5m3', unit_type: Word='' kandidat='Volym', factor_hint: Word='' kandidat='VOLM'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.360;5.2;Dragning av extra slang vid 46-55 m;;;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.31 justerad=0.36. Matchar category: Slam, service_type: Extra. Skillnader container_volume_liter: Word='' kandidat='5m3', unit_type: Word='' kandidat='Volym', factor_hint: Word='' kandidat='VOLM'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.325;5.2;Hantering av brunnslock som väger 15-25 kg;;kilogram;;;;Bästa kandidat var för svag. Kandidat=STANDARD BRN03SLORD score=0.33 justerad=0.33. Matchar category: Slam, container_type: Brunn. Skillnader waste_type: Word='' kandidat='Slam', service_type: Word='' kandidat='Abonnemang', unit_type: Word='Vikt' kandidat='', factor_hint: Word='VIKG' kandidat='ÅRKV'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.440;5.2;Krav på information om tömningstid;;;;;;Bästa kandidat var för svag. Kandidat=RULE:EDP BRN03SL score=0.34 justerad=0.44. Matchar category: Slam, service_type: Hämtning/tömning. Skillnader waste_type: Word='' kandidat='Slam', container_type: Word='' kandidat='Brunn', factor_hint: Word='' kandidat='KVAN'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.440;5.2;Krav på närvaro vid specificerad tömningstid;;;;;;Bästa kandidat var för svag. Kandidat=RULE:EDP BRN03SL score=0.34 justerad=0.44. Matchar category: Slam, service_type: Hämtning/tömning. Skillnader waste_type: Word='' kandidat='Slam', container_type: Word='' kandidat='Brunn', factor_hint: Word='' kandidat='KVAN'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.440;5.2;Hantering av kod för kodlås vid tömning;;tömning;;;;Bästa kandidat var för svag. Kandidat=RULE:EDP BRN03SL score=0.34 justerad=0.44. Matchar category: Slam, service_type: Hämtning/tömning. Skillnader waste_type: Word='' kandidat='Slam', container_type: Word='' kandidat='Brunn', factor_hint: Word='' kandidat='KVAN'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.265;5.2;Hetvattentvätt med spolbil, timersättning;;;;;;Bästa kandidat var för svag. Kandidat=STANDARD BRN03SLORD score=0.27 justerad=0.27. Matchar category: Slam. Skillnader waste_type: Word='' kandidat='Slam', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Brunn', factor_hint: Word='' kandidat='ÅRKV'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.265;5.2;Silikontätning per lock;;;;;;Bästa kandidat var för svag. Kandidat=STANDARD BRN03SLORD score=0.27 justerad=0.27. Matchar category: Slam. Skillnader waste_type: Word='' kandidat='Slam', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Brunn', factor_hint: Word='' kandidat='ÅRKV'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.570;5.2;Tömning av extra tank i samband med ordinarie/budad tömning upp till 5 m3;;m³;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.52 justerad=0.57. Matchar category: Slam, service_type: Extra, container_volume_liter: 5m3, unit_type: Volym, factor_hint: VOLM
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.440;5.3;Budning inom ordinarie tömningsperiod (1 maj- 31 oktober);;;;;;Bästa kandidat var för svag. Kandidat=RULE:EDP BRN03SL score=0.34 justerad=0.44. Matchar category: Slam, service_type: Hämtning/tömning. Skillnader waste_type: Word='' kandidat='Slam', container_type: Word='' kandidat='Brunn', factor_hint: Word='' kandidat='KVAN'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.440;5.3;Budning utanför ordinarie tömningsperiod;;;;;;Bästa kandidat var för svag. Kandidat=RULE:EDP BRN03SL score=0.34 justerad=0.44. Matchar category: Slam, service_type: Hämtning/tömning. Skillnader waste_type: Word='' kandidat='Slam', container_type: Word='' kandidat='Brunn', factor_hint: Word='' kandidat='KVAN'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.285;6.1.1;Verksamheter;;;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.23 justerad=0.28. Matchar category: Verksamhetsavfall. Skillnader container_type: Word='' kandidat='Container', container_volume_liter: Word='' kandidat='3m3', property_type: Word='Verksamhet' kandidat='', unit_type: Word='' kandidat='Volym'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.370;6.1.1;Övriga abonnemangstyper;;;;;;Bästa kandidat var för svag. Kandidat=RULE:EDP KÄ240RK26FRI score=0.27 justerad=0.37. Matchar service_type: Abonnemang. Skillnader category: Word='Verksamhetsavfall' kandidat='Okänd', waste_type: Word='' kandidat='Restavfall', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='240'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.295;6.1.1;Vågkort;;;;;;Bästa kandidat var för svag. Kandidat=RULE:EDP KÄ240RK26FRI score=0.20 justerad=0.29. Skillnader category: Word='Verksamhetsavfall' kandidat='Okänd', waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.295;6.1.1;Borttappat vågkort;;;;;;Bästa kandidat var för svag. Kandidat=RULE:EDP KÄ240RK26FRI score=0.20 justerad=0.29. Skillnader category: Word='Verksamhetsavfall' kandidat='Okänd', waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.315;6.1.1;Ej redovisad ankomst till ÅVC (för företagare och privatpersoner som lämnar verksamhetsavfall utan att anmäla sin ankomst);;besök;;;;Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.32 justerad=0.32. Matchar service_type: Abonnemang, property_type: Verksamhet. Skillnader category: Word='Verksamhetsavfall' kandidat='ÅVC/verksamhetsavfall', waste_type: Word='' kandidat='Restavfall', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.295;6.1.1;Ej redovisad eller fel redovisad fraktion av avfall;;fraktion;;;;Bästa kandidat var för svag. Kandidat=RULE:EDP KÄ240RK26FRI score=0.20 justerad=0.29. Skillnader category: Word='Verksamhetsavfall' kandidat='Okänd', waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl'
NEW_TAXA;SemanticDecisionEngine;Ingen kandidat över granskningsgräns;0.425;6.1.2;Avfall till energiåtervinning (240 L sopsäck);;styck;;;;Bästa kandidat var för svag. Kandidat=STANDARD FPASÄCK240 score=0.42 justerad=0.42. Matchar category: ÅVC/verksamhetsavfall, container_type: Säck, container_volume_liter: 240. Skillnader service_type: Word='' kandidat='Abonnemang', unit_type: Word='Styck' kandidat='Behållarvolym', factor_hint: Word='ST' kandidat='KVAN'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.395;6.1.2;Avfall till energiåtervinning;;kilogram;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.34 justerad=0.40. Matchar category: ÅVC/verksamhetsavfall, unit_type: Vikt, factor_hint: VIKG. Skillnader waste_type: Word='' kandidat='Elavfall', service_type: Word='' kandidat='Abonnemang'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.395;6.1.2;Skrymmande avfall till energiåtervinning större än 20×20×80;;kilogram;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.34 justerad=0.40. Matchar category: ÅVC/verksamhetsavfall, unit_type: Vikt, factor_hint: VIKG. Skillnader waste_type: Word='' kandidat='Elavfall', service_type: Word='' kandidat='Abonnemang'
REVIEW_REQUIRED;Taxepunkter;Bästa semantiska kandidat saknar taxekod;0.395;6.1.2;Träavfall – obehandlat, utan tapet, plastmatta, tjärpapp;;kilogram;;;;Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.34 justerad=0.40. Matchar category: ÅVC/verksamhetsavfall, unit_type: Vikt, factor_hint: VIKG. Skillnader waste_type: Word='' kandidat='Elavfall', service_type: Word='' kandidat='Abonnemang'
