tax_code;attribute_key;attribute_count;materials;waste_types;units;container_types;intervals;property_types;source;source_text
RENGÖRINGBIL;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:132;Rengöringsmedel samt bilvårdsprodukter Okänd KVAN RENGÖRINGBIL | Rengöringsmedel samt bilvårdsprodukter | KVAN | Rengöringsmedel samt bilvårdsprodukter | VIKG
RENH0;NO_ATTRIBUTES;0;;;;;;;STANDARD:Standard Avfall:307;Dummytaxa för tjänst ÅRKV 0
RHKORR;NO_ATTRIBUTES;0;;;;;;;STANDARD:Standard Avfall:304;Korrigering av händelse, konto och pris sätts manuellt KVAN ANTL
SANNAN;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:274;Spillvatten Annan fastighet Okänd ÅRPR SANNAN | Spillvatten Annan fastighet | ÅRPR | Fast avgift spillvatten | 
SANNAN;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:275;Spillvatten Annan fastighet Okänd FÖRB SANNAN | Spillvatten Annan fastighet | FÖRB | Förbrukningsavgift, spillvatten | 
SBOSTAD;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:276;Spillvatten Bostad Okänd ÅRPR SBOSTAD | Spillvatten Bostad | ÅRPR | Fast avgift spillvatten | 
SBOSTAD;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:277;Spillvatten Bostad Okänd FÖRB SBOSTAD | Spillvatten Bostad | FÖRB | Förbrukningsavgift, avlopp | 
SBOSTAD;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:279;Spillvatten Bostad Okänd ÅRKV SBOSTAD | Spillvatten Bostad | ÅRKV | Avgift per påbörjad 150-tal m² bruttoarea | HELTALSDEL((BTAY+149)/150)
SLAKUT;NO_ATTRIBUTES;0;;;;;;;STANDARD:Standard Slam:91;Slam, tillägg akuttömning KVAN ANTL
SLAKUT48TIM;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:168;Tillägg för budning inom 48 timmar Okänd KVAN SLAKUT48TIM | Tillägg för budning inom 48 timmar | KVAN | Tillägg för budning inom 48 timmar | ANTL
SLAMKOMP;NO_ATTRIBUTES;0;;;;;;;STANDARD:Standard Avfall:316;Dummytaxa slamkompost ÅRKV 0
SLBEHAVG;NO_ATTRIBUTES;0;;;;;;;STANDARD:Standard Slam:93;Slam, behandlingsavgift KVAN VITO/KBMS
SLBOM;NO_ATTRIBUTES;0;;;;;;;STANDARD:Standard Slam:92;Slam, bomkörning KVAN ANTL
SLBUD;NO_ATTRIBUTES;0;;;;;;;STANDARD:Standard Slam:90;Slam, tillägg budning KVAN ANTL
SLFRAMKÖR;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:173;Framkörningsavgift/bom vid ej genomförd tömning Okänd KVAN SLFRAMKÖR | Framkörningsavgift/bom vid ej genomförd tömning | KVAN | Framkörningsavgift vid ej genomförd tömning | ANTL
SLMEDDELANDE;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:175;Tillägg om förändring av slamtömning inte meddelats Slam Slam KVAN SLMEDDELANDE | Tillägg om förändring av slamtömning inte meddelats | KVAN | Tillägg om förändring av slamtömning inte meddelats | ANTL
SLSLANG;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:177;Total slanglängd (meter) Okänd KVAN SLSLANG | Total slanglängd (meter) | KVAN | Total slanglängd, 10-30 m | SLNG[10-30],MAX1
SLSLANG;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:178;Total slanglängd (meter) Okänd KVAN SLSLANG | Total slanglängd (meter) | KVAN | Total slanglängd, 30-40 m | SLNG[31-40],MAX1
SLSLANG;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:179;Total slanglängd (meter) Okänd KVAN SLSLANG | Total slanglängd (meter) | KVAN | Total slanglängd, över 40 m | SLNG[41-],MAX1
SLSLANG;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:180;Total slanglängd (meter) Okänd KVAN SLSLANG | Total slanglängd (meter) | KVAN | ENT Total slanglängd, 1-10 m | SLNG[1-10],MAX1
SLSLANG;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:181;Total slanglängd (meter) Okänd KVAN SLSLANG | Total slanglängd (meter) | KVAN | ENT Total slanglängd, 11-20 m | SLNG[11-20],MAX1
SLSLANG;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:182;Total slanglängd (meter) Okänd KVAN SLSLANG | Total slanglängd (meter) | KVAN | ENT Total slanglängd, 21-30 m | SLNG[21-30],MAX1
SLSLANG;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:183;Total slanglängd (meter) Okänd KVAN SLSLANG | Total slanglängd (meter) | KVAN | ENT Total slanglängd, 31-40 m | SLNG[31-40],MAX1
SLSLANG;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:184;Total slanglängd (meter) Okänd KVAN SLSLANG | Total slanglängd (meter) | KVAN | ENT Total slanglängd, 41-50 m | SLNG[41-50],MAX1
SLSLANG;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:185;Total slanglängd (meter) Okänd KVAN SLSLANG | Total slanglängd (meter) | KVAN | Total slanglängd 0-10 meter | SLNG[0-10],MAX1
SLSLANG;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:186;Total slanglängd (meter) Okänd KVAN SLSLANG | Total slanglängd (meter) | KVAN | Total slanglängd 21-30 meter | SLNG[21-30],MAX1
SLSLANG;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:187;Total slanglängd (meter) Okänd KVAN SLSLANG | Total slanglängd (meter) | KVAN | Total slanglängd 11-20 meter | SLNG[11-20],MAX1
SLSLANG;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:188;Total slanglängd (meter) Okänd KVAN SLSLANG | Total slanglängd (meter) | KVAN | Total slanglängd 31-40 meter | SLNG[31-40],MAX1
SLSLANG;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:189;Total slanglängd (meter) Okänd KVAN SLSLANG | Total slanglängd (meter) | KVAN | Total slanglängd 41-50 meter | SLNG[41-50],MAX1
SLSLANG;NO_ATTRIBUTES;0;;;;;;;STANDARD:Standard Slam:95;Slam, tillägg slanglängd KVAN SLNG
SLSPECTID;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:190;Tillägg för specificerad inställelsetid för tömning Okänd KVAN SLSPECTID | Tillägg för specificerad inställelsetid för tömning | KVAN | Tillägg för specificerad inställelsetid för tömning | ANTL
SLSTATISTIK;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:135;Statistik vikt slam Slam Slam KVAN SLSTATISTIK | Statistik vikt slam | KVAN | Statistik vikt slam | VIKG
SLTOAVAGN;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:191;Tömning av toalettvagnar/TC, spolbil Okänd KVAN SLTOAVAGN | Tömning av toalettvagnar/TC, spolbil | KVAN | Tömning av toalettvagnar/TC, spolbil | ANTL
SLTUNGTL;NO_ATTRIBUTES;0;;;;;;;STANDARD:Standard Slam:96;Slam, tillägg tungt lock KVAN ANTL
SLÖVERKBM;NO_ATTRIBUTES;0;;;;;;;STANDARD:Standard Slam:94;Slam, tillägg överkbm KVAN KBMÖ
SMS Avvik;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:337;Sms Okänd ÅRKV SMS Avvik | Sms | ÅRKV | Sms till kund | ANTL
SMÅKEM;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:136;Småkemikalier Okänd KVAN SMÅKEM | Småkemikalier | KVAN | Småkemikalier | VIKG
SMÖRJFETT;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:137;Smörjfett/oljor Okänd KVAN SMÖRJFETT | Smörjfett/oljor | KVAN | Smörjfett/oljor | VIKG
SPACKEL;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:139;Spackel och fönsterkitt Okänd KVAN SPACKEL | Spackel och fönsterkitt | KVAN | Spackel och fönsterkitt | VIKG
SPILLOLJA;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:140;Spillolja Okänd KVAN SPILLOLJA | Spillolja | KVAN | Spillolja | LITE
SUANNAN;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:280;Spillvatten Uppsk. Förbrukning Annan fastighet Okänd ÅRPR SUANNAN | Spillvatten Uppsk. Förbrukning Annan fastighet | ÅRPR | Fast avgift spillvatten | 
SUANNAN;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:281;Spillvatten Uppsk. Förbrukning Annan fastighet Okänd UPFÖ SUANNAN | Spillvatten Uppsk. Förbrukning Annan fastighet | UPFÖ | Rörlig avgift, uppsk. förbrukning spillvatten | 
SUBOSTAD;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:282;Spillvatten Uppsk. Förbrukning Bostad Okänd ÅRPR SUBOSTAD | Spillvatten Uppsk. Förbrukning Bostad | ÅRPR | Fast avgift spillvatten | 
SUBOSTAD;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:283;Spillvatten Uppsk. Förbrukning Bostad Okänd UPFÖ SUBOSTAD | Spillvatten Uppsk. Förbrukning Bostad | UPFÖ | Rörlig avgift, uppsk. förbrukning spillvatten | 
SUBOSTAD;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:285;Spillvatten Uppsk. Förbrukning Bostad Okänd ÅRKV SUBOSTAD | Spillvatten Uppsk. Förbrukning Bostad | ÅRKV | Avgift per påbörjad 150-tal m² bruttoarea | BTAY
SYROR;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:141;Syror eller basiskt avfall Okänd KVAN SYROR | Syror eller basiskt avfall | KVAN | Syror eller basiskt avfall | VIKG
TÄNDARE;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:147;Tändare Okänd KVAN TÄNDARE | Tändare | KVAN | Tändare | VIKG
UNDERSÖK;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:203;Undersökning av vattenmätare Okänd KVAN UNDERSÖK | Undersökning av vattenmätare | KVAN | Undersökning av vattenmätare | ANTL
UPPSÄTT;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:204;Uppsättning VA-mätare Okänd KVAN UPPSÄTT | Uppsättning VA-mätare | KVAN | Uppsättning VA-mätare | ANTL
VANNAN;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:287;Vatten Annan fastighet Okänd ÅRPR VANNAN | Vatten Annan fastighet | ÅRPR | Grundavgift VA | 
VANNAN;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:289;Vatten Annan fastighet Okänd ÅRKV VANNAN | Vatten Annan fastighet | ÅRKV | Bostadsenhetsavgift | LÄGH
VANNAN;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:290;Vatten Annan fastighet Okänd ÅRKV VANNAN | Vatten Annan fastighet | ÅRKV | Avgift per påbörjad 150-tal m² bruttoarea | HELTALSDEL((BTAY+149)/150)
VATTENBLAND;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:153;Vattenhaltiga blandningar av glykol, olja m.m Okänd Oljeavfall KVAN VATTENBLAND | Vattenhaltiga blandningar av glykol, olja m.m | KVAN | Vattenhaltiga blandningar av glykol, olja m.m | VIKG
VBOSTAD;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:291;Vatten Bostad Okänd ÅRPR VBOSTAD | Vatten Bostad | ÅRPR | Grundavgift VA | 
VBOSTAD;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:293;Vatten Bostad Okänd ÅRKV VBOSTAD | Vatten Bostad | ÅRKV | Bostadsenhetsavgift | LÄGH
VBOSTAD;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:294;Vatten Bostad Okänd ÅRKV VBOSTAD | Vatten Bostad | ÅRKV | Bostadsenhetsavgift per påbörjad 150-tal m² bruttoarea | HELTALSDEL((BTAY+149)/150)
VS0;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:344;Dummytaxa för tjänst Okänd KVAN VS0 | Dummytaxa för tjänst | KVAN | Dummytaxa för tjänst | 
VSANNAN;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:305;Vatten/spillvatten Annan fastighet Okänd ÅRPR VSANNAN | Vatten/spillvatten Annan fastighet | ÅRPR | Fast avgift vatten/spillvatten | 
VSANNAN;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:307;Vatten/spillvatten Annan fastighet Okänd ÅRKV VSANNAN | Vatten/spillvatten Annan fastighet | ÅRKV | Bostadsenhetsavgift VA | LÄGH
VSANNAN;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:308;Vatten/spillvatten Annan fastighet Okänd ÅRKV VSANNAN | Vatten/spillvatten Annan fastighet | ÅRKV | Avgift per påbörjad 150-tal m² bruttoarea | HELTALSDEL((BTAY+149)/150)
VSAVSTÄNGT;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:309;Vatten/Spillvatten avstängt 0 förbrukning Okänd ÅRPR VSAVSTÄNGT | Vatten/Spillvatten avstängt 0 förbrukning | ÅRPR | Grundavgift + Bostadsenhetsavgift VA | 
VSBOSTAD;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:310;Vatten/spillvatten Bostad Okänd ÅRPR VSBOSTAD | Vatten/spillvatten Bostad | ÅRPR | Grundavgift VA | 
VSBOSTAD;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:312;Vatten/spillvatten Bostad Okänd ÅRKV VSBOSTAD | Vatten/spillvatten Bostad | ÅRKV | Bostadsenhetsavgift VA | LÄGH
VSBOSTAD;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:313;Vatten/spillvatten Bostad Okänd ÅRKV VSBOSTAD | Vatten/spillvatten Bostad | ÅRKV | Bostadsenhetsavgift per påbörjad 150-tal m² bruttoarea | HELTALSDEL((BTAY+149)/150)
VSFÖRB;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:314;Endast förbrukning vatten/spillvatten Okänd FÖRB VSFÖRB | Endast förbrukning vatten/spillvatten | FÖRB | Endast förbrukning vatten/spillvatten | 
VSKORR;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:345;Korrigering av händelse, konto och pris sätts manuellt Okänd KVAN VSKORR | Korrigering av händelse, konto och pris sätts manuellt | KVAN | Korrigering av händelse, konto och pris sätts manuellt | 
VSUANNAN;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:315;Vatten/spillvatten Uppsk. Förbrukning Annan fastighet Okänd ÅRPR VSUANNAN | Vatten/spillvatten Uppsk. Förbrukning Annan fastighet | ÅRPR | Grundavgift + Bostadsenhetsavgift VA | 
VSUBOSTAD;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:317;Vatten/spillvatten Uppsk. förbrukning Bostad Okänd ÅRPR VSUBOSTAD | Vatten/spillvatten Uppsk. förbrukning Bostad | ÅRPR | Grundavgift VA | 
VSUBOSTAD;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:319;Vatten/spillvatten Uppsk. förbrukning Bostad Okänd ÅRKV VSUBOSTAD | Vatten/spillvatten Uppsk. förbrukning Bostad | ÅRKV | Bostadsenhetsavgift VA | LÄGH
VSUBOSTAD;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:320;Vatten/spillvatten Uppsk. förbrukning Bostad Okänd ÅRKV VSUBOSTAD | Vatten/spillvatten Uppsk. förbrukning Bostad | ÅRKV | Bostadsenhetsavgift, per påbörjad 150-tal m² bruttoarea | HELTALSDEL((BTAY+149)/150)
VUANNAN;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:325;Vatten Uppsk. Förbrukning Annan fastighet Okänd ÅRPR VUANNAN | Vatten Uppsk. Förbrukning Annan fastighet | ÅRPR | Grundavgift VA och Bostadsenhetsavgift | 
VUBOSTAD;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:327;Vatten Uppsk. förbrukning Bostad Okänd ÅRPR VUBOSTAD | Vatten Uppsk. förbrukning Bostad | ÅRPR | Grundavgift VA | 
VUBOSTAD;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:329;Vatten Uppsk. förbrukning Bostad Okänd ÅRKV VUBOSTAD | Vatten Uppsk. förbrukning Bostad | ÅRKV | Bostadsenhetsavgift | LÄGH
VUBOSTAD;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:330;Vatten Uppsk. förbrukning Bostad Okänd ÅRKV VUBOSTAD | Vatten Uppsk. förbrukning Bostad | ÅRKV | Bostadsenhetsavgift, per påbörjad 150 m² BTA | HELTALSDEL((BTAY+149)/150)
ÄNDRAVG;NO_ATTRIBUTES;0;;;;;;;STANDARD:Standard Avfall:300;Ändringsavgift KVAN ANTL
ÅBUDRE;NO_ATTRIBUTES;0;;;;;;;STANDARD:Standard ÅVS:30;ÅVS budad renhållning KVAN ANTL
ÅBUDVI;NO_ATTRIBUTES;0;;;;;;;STANDARD:Standard ÅVS:31;ÅVS budad vinterhållning KVAN ANTL
ÅFYLL;NO_ATTRIBUTES;0;;;;;;;STANDARD:Standard ÅVS:23;ÅVS fyllnadsgrad x - y KVAN ANTL
ÅRENH;NO_ATTRIBUTES;0;;;;;;;STANDARD:Standard ÅVS:21;ÅVS renhållning KVAN ANTL
ÅVINH;NO_ATTRIBUTES;0;;;;;;;STANDARD:Standard ÅVS:22;ÅVS vinterhållning KVAN ANTL
ÅVSFYLL;NO_ATTRIBUTES;0;;;;;;;RULE:Taxa_från_edp:363;Fyllnadsgrad Okänd KVAN ÅVSFYLL | Fyllnadsgrad | KVAN | Fyllnadsgrad | FYLL
ÅVSRE;NO_ATTRIBUTES;0;;;;;;;STANDARD:Standard ÅVS:8;ÅVS renhållning. Tjänsttaxa ÅRKV ANTB
ÅVSVI;NO_ATTRIBUTES;0;;;;;;;STANDARD:Standard ÅVS:9;ÅVS vinterhållning. Tjänsttaxa ÅRKV ANTB
EGENKONTRET;PAPPER;1;PAPPER;;;;;;RULE:Taxepunkter:379;Egen överlämning av förbrukat kontors-/returpapper enligt anvisning Hushåll §2.2.7 | §2.2.7 | Egen överlämning av förbrukat kontors-/returpapper enligt anvisning |  | st/år | EGENKONTRET | EGENKONTRET |  |  |  |  | 
ÅBEHPA;PAPPER;1;PAPPER;;;;;;RULE:Taxa_från_edp:350;ÅVS behandling pappersförpackningar Okänd KVAN ÅBEHPA | ÅVS behandling pappersförpackningar | KVAN | ÅVS behandling pappersförpackningar | VIKG
ÅBEHPA;PAPPER;1;PAPPER;;;;;;STANDARD:Standard ÅVS:18;ÅVS behandling pappersförpackningar KVAN ANTL
ÅBUDPA;PAPPER;1;PAPPER;;;;;;STANDARD:Standard ÅVS:28;ÅVS budad tömning pappersförpackningar KVAN ANTL
ÅTÖMPA;PAPPER;1;PAPPER;;;;;;RULE:Taxa_från_edp:359;ÅVS tömning pappersförpackningar Okänd KVAN ÅTÖMPA | ÅVS tömning pappersförpackningar | KVAN | ÅVS tömning pappersförpackningar | ANTB
ÅTÖMPA;PAPPER;1;PAPPER;;;;;;STANDARD:Standard ÅVS:17;ÅVS tömning pappersförpackningar KVAN ANTL
ÅVSPA;PAPPER;1;PAPPER;;;;;;RULE:Taxa_från_edp:368;ÅVS pappersförpackningar. Tjänsttaxa Okänd ÅRKV ÅVSPA | ÅVS pappersförpackningar. Tjänsttaxa | ÅRKV | ÅVS pappersförpackningar. Tjänsttaxa | 0
ÅVSPA;PAPPER;1;PAPPER;;;;;;STANDARD:Standard ÅVS:6;ÅVS pappersförpackningar. Tjänsttaxa ÅRKV ANTB
KÄ140TI;PAPPER|LITER|KÄRL;3;PAPPER;;LITER;KÄRL;;;RULE:Taxepunkter:106;Kärl 140 l (kontors-/returpapper) Hushåll Behållarvolym VOLYM/BEHÅLLARE 140 §2.2.7 | §2.2.7 | Kärl 140 l (kontors-/returpapper) |  | st/år | KÄ140TI | KÄ140TI |  |  |  |  | 
KÄ190PA13;PAPPER|LITER|KÄRL;3;PAPPER;;LITER;KÄRL;;;STANDARD:Standard Avfall:340;Kärl 190 L, pappersförpackningar. Var 4:e vecka ÅRKV ANTB
KÄ190PA26;PAPPER|LITER|KÄRL;3;PAPPER;;LITER;KÄRL;;;STANDARD:Standard Avfall:339;Kärl 190 L, pappersförpackningar. Var 14:e dag ÅRKV ANTB
KÄ190PA52;PAPPER|LITER|KÄRL;3;PAPPER;;LITER;KÄRL;;;STANDARD:Standard Avfall:338;Kärl 190 L, pappersförpackningar. Varje vecka ÅRKV ANTB
KÄ190PABUD;PAPPER|LITER|KÄRL;3;PAPPER;;LITER;KÄRL;;;STANDARD:Standard Avfall:341;Kärl 190 L, pappersförpackningar. Budning KVAN ANTL
KÄ370PA13;PAPPER|LITER|KÄRL;3;PAPPER;;LITER;KÄRL;;;STANDARD:Standard Avfall:370;Kärl 370 L, pappersförpackningar. Var 4:e vecka ÅRKV ANTB
KÄ370PA26;PAPPER|LITER|KÄRL;3;PAPPER;;LITER;KÄRL;;;STANDARD:Standard Avfall:369;Kärl 370 L, pappersförpackningar. Var 14:e dag ÅRKV ANTB
KÄ370PA52;PAPPER|LITER|KÄRL;3;PAPPER;;LITER;KÄRL;;;STANDARD:Standard Avfall:368;Kärl 370 L, pappersförpackningar. Varje vecka ÅRKV ANTB
KÄ370PABUD;PAPPER|LITER|KÄRL;3;PAPPER;;LITER;KÄRL;;;STANDARD:Standard Avfall:371;Kärl 370 L, pappersförpackningar. Budning KVAN ANTL
KÄ660PA13;PAPPER|LITER|KÄRL;3;PAPPER;;LITER;KÄRL;;;STANDARD:Standard Avfall:400;Kärl 660 L, pappersförpackningar. Var 4:e vecka ÅRKV ANTB
KÄ660PA26;PAPPER|LITER|KÄRL;3;PAPPER;;LITER;KÄRL;;;STANDARD:Standard Avfall:399;Kärl 660 L, pappersförpackningar. Var 14:e dag ÅRKV ANTB
KÄ660PA52;PAPPER|LITER|KÄRL;3;PAPPER;;LITER;KÄRL;;;STANDARD:Standard Avfall:398;Kärl 660 L, pappersförpackningar. Varje vecka ÅRKV ANTB
KÄ660PABUD;PAPPER|LITER|KÄRL;3;PAPPER;;LITER;KÄRL;;;STANDARD:Standard Avfall:401;Kärl 660 L, pappersförpackningar. Budning KVAN ANTL
KÄ190PA104;PAPPER|LITER|KÄRL|2 GGR;4;PAPPER;;LITER;KÄRL;2 GGR;;STANDARD:Standard Avfall:337;Kärl 190 L, pappersförpackningar. 2ggr/ vecka ÅRKV ANTB
KÄ370PA104;PAPPER|LITER|KÄRL|2 GGR;4;PAPPER;;LITER;KÄRL;2 GGR;;STANDARD:Standard Avfall:367;Kärl 370 L, pappersförpackningar. 2ggr/ vecka ÅRKV ANTB
KÄ660PA104;PAPPER|LITER|KÄRL|2 GGR;4;PAPPER;;LITER;KÄRL;2 GGR;;STANDARD:Standard Avfall:397;Kärl 660 L, pappersförpackningar. 2ggr/ vecka ÅRKV ANTB
FPASÄCK125;PAPPER|LITER|SÄCK;3;PAPPER;;LITER;SÄCK;;;STANDARD:Standard Avfall:289;Försäljning pappersäck, 125 L KVAN ANTL
FPASÄCK160;PAPPER|LITER|SÄCK;3;PAPPER;;LITER;SÄCK;;;STANDARD:Standard Avfall:290;Försäljning pappersäck, 160 L KVAN ANTL
FPASÄCK240;PAPPER|LITER|SÄCK;3;PAPPER;;LITER;SÄCK;;;STANDARD:Standard Avfall:291;Försäljning pappersäck, 240 L KVAN ANTL
FPASÄCK350;PAPPER|LITER|SÄCK;3;PAPPER;;LITER;SÄCK;;;STANDARD:Standard Avfall:292;Försäljning pappersäck, 350 L KVAN ANTL
SÄ140MABUD;PAPPER|MAT|LITER,HÄMTNING|SÄCK;5;PAPPER;MAT;LITER,HÄMTNING;SÄCK;;;RULE:Taxa_från_edp:142;Budad hämtning, 140 L pappersäck matavfall Okänd Matavfall Behållarvolym KVAN SÄ140MABUD | Budad hämtning, 140 L pappersäck matavfall | KVAN | Budad hämtning, 140 L pappersäck matavfall | ANTL
;PAPPER|TIDNING|LITER,HÄMTNING|KÄRL;5;PAPPER;TIDNING;LITER,HÄMTNING;KÄRL;;;RULE:Taxa_Saknas:30;§2.2.4 | 44 | 61 | Kärl 190 l (tidningar och returpapper) Hämtning varje vecka | Saknas i EDP – föreslagen ny taxa | Kodförslag baserat på prefix/suffix och text i Taxepunkter | KÄ190TI52FV | 61 | Hämtningsavgift per år för flerbostadshus / Kärl 190 l (tidningar och returpapper) | KÄ190TI52FV | Kärl 190 l (tidningar och returpapper). Hämtning varje vecka | RENH | HUSH | 1 | ÅRKV | Kärl 190 l (tidningar och returpapper) Hämtning varje vecka | 0 | - | 1 | ANTB
;PAPPER|TIDNING|LITER,HÄMTNING|KÄRL;5;PAPPER;TIDNING;LITER,HÄMTNING;KÄRL;;;RULE:Taxa_Saknas:31;§2.2.4 | 45 | 62 | Kärl 190 l (tidningar och returpapper) Hämtning var 14:e dag | Saknas i EDP – föreslagen ny taxa | Kodförslag baserat på prefix/suffix och text i Taxepunkter | KÄ190TI26FV | 62 | Hämtningsavgift per år för flerbostadshus / Kärl 190 l (tidningar och returpapper) | KÄ190TI26FV | Kärl 190 l (tidningar och returpapper). Hämtning var 14:e dag | RENH | HUSH | 1 | ÅRKV | Kärl 190 l (tidningar och returpapper) Hämtning var 14:e dag | 0 | - | 1 | ANTB
;PAPPER|TIDNING|LITER,HÄMTNING|KÄRL;5;PAPPER;TIDNING;LITER,HÄMTNING;KÄRL;;;RULE:Taxa_Saknas:32;§2.2.4 | 46 | 63 | Kärl 190 l (tidningar och returpapper) Hämtning månadsvis | Saknas i EDP – föreslagen ny taxa | Kodförslag baserat på prefix/suffix och text i Taxepunkter | KÄ190TI12FV | 63 | Hämtningsavgift per år för flerbostadshus / Kärl 190 l (tidningar och returpapper) | KÄ190TI12FV | Kärl 190 l (tidningar och returpapper). Hämtning månadsvis | RENH | HUSH | 1 | ÅRKV | Kärl 190 l (tidningar och returpapper) Hämtning månadsvis | 0 | - | 1 | ANTB
;PAPPER|TIDNING|LITER,HÄMTNING|KÄRL;5;PAPPER;TIDNING;LITER,HÄMTNING;KÄRL;;;RULE:Taxa_Saknas:33;§2.2.4 | 47 | 64 | Kärl 370 l (tidningar och returpapper) Hämtning varje vecka | Saknas i EDP – föreslagen ny taxa | Kodförslag baserat på prefix/suffix och text i Taxepunkter | KÄ370TI52FV | 64 | Hämtningsavgift per år för flerbostadshus / Kärl 370 l (tidningar och returpapper) | KÄ370TI52FV | Kärl 370 l (tidningar och returpapper). Hämtning varje vecka | RENH | HUSH | 1 | ÅRKV | Kärl 370 l (tidningar och returpapper) Hämtning varje vecka | 0 | - | 1 | ANTB
