tax_code;attribute_key;attribute_count;materials;waste_types;units;container_types;intervals;property_types;source;source_text
;PAPPER|TIDNING|LITER,HÄMTNING|KÄRL;5;PAPPER;TIDNING;LITER,HÄMTNING;KÄRL;;;RULE:Taxa_Saknas:34;§2.2.4 | 48 | 65 | Kärl 370 l (tidningar och returpapper) Hämtning var 14:e dag | Saknas i EDP – föreslagen ny taxa | Kodförslag baserat på prefix/suffix och text i Taxepunkter | KÄ370TI26FV | 65 | Hämtningsavgift per år för flerbostadshus / Kärl 370 l (tidningar och returpapper) | KÄ370TI26FV | Kärl 370 l (tidningar och returpapper). Hämtning var 14:e dag | RENH | HUSH | 1 | ÅRKV | Kärl 370 l (tidningar och returpapper) Hämtning var 14:e dag | 0 | - | 1 | ANTB
;PAPPER|TIDNING|LITER,HÄMTNING|KÄRL;5;PAPPER;TIDNING;LITER,HÄMTNING;KÄRL;;;RULE:Taxa_Saknas:35;§2.2.4 | 49 | 66 | Kärl 370 l (tidningar och returpapper) Hämtning månadsvis | Saknas i EDP – föreslagen ny taxa | Kodförslag baserat på prefix/suffix och text i Taxepunkter | KÄ370TI12FV | 66 | Hämtningsavgift per år för flerbostadshus / Kärl 370 l (tidningar och returpapper) | KÄ370TI12FV | Kärl 370 l (tidningar och returpapper). Hämtning månadsvis | RENH | HUSH | 1 | ÅRKV | Kärl 370 l (tidningar och returpapper) Hämtning månadsvis | 0 | - | 1 | ANTB
KÄ190TI12FV;PAPPER|TIDNING|LITER,HÄMTNING|KÄRL;5;PAPPER;TIDNING;LITER,HÄMTNING;KÄRL;;;RULE:Taxepunkter:63;Kärl 190 l (tidningar och returpapper) Hushåll Behållarvolym VOLYM/BEHÅLLARE 190 §2.2.4 | §2.2.4 | Kärl 190 l (tidningar och returpapper) | Hämtning månadsvis | st/år | KÄ190TI12FV | KÄ190TI12FV |  |  |  |  | 
KÄ190TI26FV;PAPPER|TIDNING|LITER,HÄMTNING|KÄRL;5;PAPPER;TIDNING;LITER,HÄMTNING;KÄRL;;;RULE:Taxepunkter:62;Kärl 190 l (tidningar och returpapper) Hushåll Behållarvolym VOLYM/BEHÅLLARE 190 §2.2.4 | §2.2.4 | Kärl 190 l (tidningar och returpapper) | Hämtning var 14:e dag | st/år | KÄ190TI26FV | KÄ190TI26FV |  |  |  |  | 
KÄ190TI52FV;PAPPER|TIDNING|LITER,HÄMTNING|KÄRL;5;PAPPER;TIDNING;LITER,HÄMTNING;KÄRL;;;RULE:Taxepunkter:61;Kärl 190 l (tidningar och returpapper) Hushåll Behållarvolym VOLYM/BEHÅLLARE 190 §2.2.4 | §2.2.4 | Kärl 190 l (tidningar och returpapper) | Hämtning varje vecka | st/år | KÄ190TI52FV | KÄ190TI52FV |  |  |  |  | 
KÄ370TI12FV;PAPPER|TIDNING|LITER,HÄMTNING|KÄRL;5;PAPPER;TIDNING;LITER,HÄMTNING;KÄRL;;;RULE:Taxepunkter:66;Kärl 370 l (tidningar och returpapper) Hushåll Behållarvolym VOLYM/BEHÅLLARE 370 §2.2.4 | §2.2.4 | Kärl 370 l (tidningar och returpapper) | Hämtning månadsvis | st/år | KÄ370TI12FV | KÄ370TI12FV |  |  |  |  | 
KÄ370TI26FV;PAPPER|TIDNING|LITER,HÄMTNING|KÄRL;5;PAPPER;TIDNING;LITER,HÄMTNING;KÄRL;;;RULE:Taxepunkter:65;Kärl 370 l (tidningar och returpapper) Hushåll Behållarvolym VOLYM/BEHÅLLARE 370 §2.2.4 | §2.2.4 | Kärl 370 l (tidningar och returpapper) | Hämtning var 14:e dag | st/år | KÄ370TI26FV | KÄ370TI26FV |  |  |  |  | 
KÄ370TI52FV;PAPPER|TIDNING|LITER,HÄMTNING|KÄRL;5;PAPPER;TIDNING;LITER,HÄMTNING;KÄRL;;;RULE:Taxepunkter:64;Kärl 370 l (tidningar och returpapper) Hushåll Behållarvolym VOLYM/BEHÅLLARE 370 §2.2.4 | §2.2.4 | Kärl 370 l (tidningar och returpapper) | Hämtning varje vecka | st/år | KÄ370TI52FV | KÄ370TI52FV |  |  |  |  | 
;PAPPER|TIDNING|LITER|KÄRL|VERKSAMHET;5;PAPPER;TIDNING;LITER;KÄRL;;VERKSAMHET;RULE:Taxa_Saknas:72;§2.2.7 | 83 | 106 | Kärl 140 l (kontors-/returpapper) | Saknas i EDP – föreslagen ny taxa | Kodförslag baserat på TI-regel: tidningar/returpapper, utökat till kontors-/returpapper enligt Word | KÄ140TI | 106 | Verksamheter med beviljad hantering av förbrukat matfett, kontorspapper eller returpapper / Kärl 140 l (kontors-/returpapper) | KÄ140TI | Kärl 140 l (kontors-/returpapper) | RENH | HUSH | 1 | ÅRKV | Kärl 140 l (kontors-/returpapper) | 0 | - | 1 | ANTB
;PAPPER|VERKSAMHET;2;PAPPER;;;;;VERKSAMHET;RULE:Taxa_Saknas:73;§2.2.7 | 84 | 107 | Egen överlämning av förbrukat kontors-/returpapper enligt anvisning | Saknas i EDP – föreslagen ny taxa | Kodförslag baserat på Wordtext: egen överlämning kontors-/returpapper | EGENKONTRET | 107 | Verksamheter med beviljad hantering av förbrukat matfett, kontorspapper eller returpapper / Egen överlämning av förbrukat kontors-/returpapper enligt anvisning | EGENKONTRET | Egen överlämning av förbrukat kontors-/returpapper enligt anvisning | RENH | HUSH | 1 | ÅRKV | Egen överlämning av förbrukat kontors-/returpapper enligt anvisning | 0 | - | 1 | ANTL
;PAPPER|VERKSAMHET;2;PAPPER;;;;;VERKSAMHET;RULE:Taxa_Saknas:74;§2.2.7 | 85 | 108 | Egen överlämning av förbrukat matfett enligt anvisning | Saknas i EDP – föreslagen ny taxa | Kodförslag baserat på Wordtext: egen överlämning förbrukat matfett | EGENMATFETT | 108 | Verksamheter med beviljad hantering av förbrukat matfett, kontorspapper eller returpapper / Egen överlämning av förbrukat matfett enligt anvisning | EGENMATFETT | Egen överlämning av förbrukat matfett enligt anvisning | RENH | HUSH | 1 | ÅRKV | Egen överlämning av förbrukat matfett enligt anvisning | 0 | - | 1 | ANTL
;PAPPER|VERKSAMHET;2;PAPPER;;;;;VERKSAMHET;RULE:Taxepunkter:105;Hushåll §2.2.7 Verksamheter med beviljad hantering av förbrukat matfett, kontorspapper eller returpapper | §2.2.7 Verksamheter med beviljad hantering av förbrukat matfett, kontorspapper eller returpapper |  |  |  |  |  |  |  |  |  | 
BYGGRIVPLAST;PLAST;1;PLAST;;;;;;RULE:Taxa_från_edp:75;Bygg- och rivningsavfall, plast Okänd Plast KVAN BYGGRIVPLAST | Bygg- och rivningsavfall, plast | KVAN | Bygg- och rivningsavfall, plast | KBMÖ
ÅBEHPL;PLAST;1;PLAST;;;;;;RULE:Taxa_från_edp:351;ÅVS behandling plastförpackningar Okänd KVAN ÅBEHPL | ÅVS behandling plastförpackningar | KVAN | ÅVS behandling plastförpackningar | VIKG
ÅBEHPL;PLAST;1;PLAST;;;;;;STANDARD:Standard ÅVS:20;ÅVS behandling plastförpackningar KVAN ANTL
ÅBUDPL;PLAST;1;PLAST;;;;;;STANDARD:Standard ÅVS:29;ÅVS budad tömning plastförpackningar KVAN ANTL
ÅTÖMPL;PLAST;1;PLAST;;;;;;RULE:Taxa_från_edp:360;ÅVS tömning plastförpackningar Okänd KVAN ÅTÖMPL | ÅVS tömning plastförpackningar | KVAN | ÅVS tömning plastförpackningar | ANTB
ÅTÖMPL;PLAST;1;PLAST;;;;;;STANDARD:Standard ÅVS:19;ÅVS tömning plastförpackningar KVAN ANTL
ÅVSPL;PLAST;1;PLAST;;;;;;RULE:Taxa_från_edp:369;ÅVS plastförpackningar. Tjänsttaxa Okänd ÅRKV ÅVSPL | ÅVS plastförpackningar. Tjänsttaxa | ÅRKV | ÅVS plastförpackningar. Tjänsttaxa | 0
ÅVSPL;PLAST;1;PLAST;;;;;;STANDARD:Standard ÅVS:7;ÅVS plastförpackningar. Tjänsttaxa ÅRKV ANTB
TEST370VV;PLAST,PAPPER|KÄRL;3;PLAST,PAPPER;;;KÄRL;;;RULE:Taxa_från_edp:342;370 I Kärl/14 dgr 2-delat kärl papper o plast Okänd Plast ÅRKV TEST370VV | 370 I Kärl/14 dgr 2-delat kärl papper o plast | ÅRKV | 370 I Kärl/14 dgr TEST papper plast | ANTB
TEST370VV;PLAST,PAPPER|KÄRL;3;PLAST,PAPPER;;;KÄRL;;;RULE:Taxa_från_edp:343;370 I Kärl/14 dgr 2-delat kärl papper o plast Okänd Plast KVAN TEST370VV | 370 I Kärl/14 dgr 2-delat kärl papper o plast | KVAN | 370 I Kärl - viktavgift papper och plast TEST | VIKG
KÄ370FP;PLAST,PAPPER|LITER|KÄRL;4;PLAST,PAPPER;;LITER;KÄRL;;;RULE:Taxepunkter:29;Kärl 370 l (papper-/plastförpackningar) Hushåll Behållarvolym VOLYM/BEHÅLLARE 370 §2.2.2 | §2.2.2 | Kärl 370 l (papper-/plastförpackningar) | Kostnadsfritt | st/år | KÄ370FP | KÄ370FP |  |  |  |  | 
KÄ370FPFRI;PLAST,PAPPER|LITER|KÄRL;4;PLAST,PAPPER;;LITER;KÄRL;;;RULE:Taxepunkter:377;Kärl 370 l (papper-/plastförpackningar) Hushåll Behållarvolym VOLYM/BEHÅLLARE 370 §2.2.2 | §2.2.2 | Kärl 370 l (papper-/plastförpackningar) | Kostnadsfritt | st/år | KÄ370FPFRI | KÄ370FPFRI |  |  |  |  | 
;PLAST,PAPPER|LITER|KÄRL|FRITIDSHUS;5;PLAST,PAPPER;;LITER;KÄRL;;FRITIDSHUS;RULE:Taxa_Saknas:70;§2.2.2 | 29 | Kärl 370 l (papper-/plastförpackningar) Kostnadsfritt | Saknas i EDP – kostnadsfri rad från Word | Kodförslag baserat på kostnadsfri rad i Word, FP-regel och FRI-suffix | KÄ370FPFRI | 29 | Hämtningsavgift per år för fritidshus / Kärl 370 l (papper-/plastförpackningar) | KÄ370FPFRI | Kärl 370 l (papper-/plastförpackningar). Kostnadsfritt. Fritidshus | RENH | HUSH | 1 | ÅRKV | Kärl 370 l (papper-/plastförpackningar) Kostnadsfritt | 0 | - | 1 | ANTB
;PLAST,PAPPER|LITER|KÄRL|SMÅHUS;5;PLAST,PAPPER;;LITER;KÄRL;;SMÅHUS;RULE:Taxa_Saknas:69;§2.2.1 | 22 | Kärl 370 l (papper-/plastförpackningar) Kostnadsfritt | Saknas i EDP – kostnadsfri rad från Word | Kodförslag baserat på kostnadsfri rad i Word och FP-regel | KÄ370FP | 22 | Hämtningsavgift per år för en- och tvåbostadshus / Kärl 370 l (papper-/plastförpackningar) | KÄ370FP | Kärl 370 l (papper-/plastförpackningar). Kostnadsfritt | RENH | HUSH | 1 | ÅRKV | Kärl 370 l (papper-/plastförpackningar) Kostnadsfritt | 0 | - | 1 | ANTB
KÄ190PL13;PLAST|LITER|KÄRL;3;PLAST;;LITER;KÄRL;;;STANDARD:Standard Avfall:352;Kärl 190 L, plastförpackningar. Var 4:e vecka ÅRKV ANTB
KÄ190PL26;PLAST|LITER|KÄRL;3;PLAST;;LITER;KÄRL;;;STANDARD:Standard Avfall:351;Kärl 190 L, plastförpackningar. Var 14:e dag ÅRKV ANTB
KÄ190PL52;PLAST|LITER|KÄRL;3;PLAST;;LITER;KÄRL;;;STANDARD:Standard Avfall:350;Kärl 190 L, plastförpackningar. Varje vecka ÅRKV ANTB
KÄ190PLBUD;PLAST|LITER|KÄRL;3;PLAST;;LITER;KÄRL;;;STANDARD:Standard Avfall:353;Kärl 190 L, plastförpackningar. Budning KVAN ANTL
KÄ370PL13;PLAST|LITER|KÄRL;3;PLAST;;LITER;KÄRL;;;STANDARD:Standard Avfall:382;Kärl 370 L, plastförpackningar. Var 4:e vecka ÅRKV ANTB
KÄ370PL26;PLAST|LITER|KÄRL;3;PLAST;;LITER;KÄRL;;;STANDARD:Standard Avfall:381;Kärl 370 L, plastförpackningar. Var 14:e dag ÅRKV ANTB
KÄ370PL52;PLAST|LITER|KÄRL;3;PLAST;;LITER;KÄRL;;;STANDARD:Standard Avfall:380;Kärl 370 L, plastförpackningar. Varje vecka ÅRKV ANTB
KÄ370PLBUD;PLAST|LITER|KÄRL;3;PLAST;;LITER;KÄRL;;;STANDARD:Standard Avfall:383;Kärl 370 L, plastförpackningar. Budning KVAN ANTL
KÄ660PL13;PLAST|LITER|KÄRL;3;PLAST;;LITER;KÄRL;;;STANDARD:Standard Avfall:412;Kärl 660 L, plastförpackningar. Var 4:e vecka ÅRKV ANTB
KÄ660PL26;PLAST|LITER|KÄRL;3;PLAST;;LITER;KÄRL;;;STANDARD:Standard Avfall:411;Kärl 660 L, plastförpackningar. Var 14:e dag ÅRKV ANTB
KÄ660PL52;PLAST|LITER|KÄRL;3;PLAST;;LITER;KÄRL;;;STANDARD:Standard Avfall:410;Kärl 660 L, plastförpackningar. Varje vecka ÅRKV ANTB
KÄ660PLBUD;PLAST|LITER|KÄRL;3;PLAST;;LITER;KÄRL;;;STANDARD:Standard Avfall:413;Kärl 660 L, plastförpackningar. Budning KVAN ANTL
KÄ190PL104;PLAST|LITER|KÄRL|2 GGR;4;PLAST;;LITER;KÄRL;2 GGR;;STANDARD:Standard Avfall:349;Kärl 190 L, plastförpackningar. 2ggr/ vecka ÅRKV ANTB
KÄ370PL104;PLAST|LITER|KÄRL|2 GGR;4;PLAST;;LITER;KÄRL;2 GGR;;STANDARD:Standard Avfall:379;Kärl 370 L, plastförpackningar. 2ggr/ vecka ÅRKV ANTB
KÄ660PL104;PLAST|LITER|KÄRL|2 GGR;4;PLAST;;LITER;KÄRL;2 GGR;;STANDARD:Standard Avfall:409;Kärl 660 L, plastförpackningar. 2ggr/ vecka ÅRKV ANTB
FPLSÄCK240;PLAST|LITER|SÄCK;3;PLAST;;LITER;SÄCK;;;STANDARD:Standard Avfall:293;Försäljning plastsäck, 240 L KVAN ANTL
FPLSÄCK350;PLAST|LITER|SÄCK;3;PLAST;;LITER;SÄCK;;;STANDARD:Standard Avfall:294;Försäljning plastsäck, 350 L KVAN ANTL
;REST;1;;REST;;;;;RULE:Taxa_Saknas:12;§2.2.3 | 18 | 32 | Gemensam uppsamlingsplats för mat-/restavfall | Saknas i EDP – föreslagen ny taxa | Kodförslag baserat på prefix/suffix och text i Taxepunkter | GEMUPPMR | 32 | Gemensam uppsamlingsplats inom hämtningsområde X / Gemensam uppsamlingsplats för mat-/restavfall | GEMUPPMR | Gemensam uppsamlingsplats för mat-/restavfall | RENH | HUSH | 1 | ÅRKV | Gemensam uppsamlingsplats för mat-/restavfall | 0 | - | 1 | ANTB
;REST;1;;REST;;;;;RULE:Taxa_Saknas:36;§2.2.4 | 50 | 67 | Bottentömmande behållare (mat-/restavfall, förpackningar) Avgift per tömning | Saknas i EDP – föreslagen ny taxa | Kodförslag uppdaterat enligt regel: bottentömmande använder MB-prefix / gemensam uppsamlingsplats särskild funktionskod | MBRMFPFV | 67 | Hämtningsavgift per år för flerbostadshus / Bottentömmande behållare (mat-/restavfall, förpackningar) | MBRMFPFV | Bottentömmande behållare (mat-/restavfall, förpackningar). Avgift per tömning. Flerbostadshus | RENH | HUSH | 1 | ÅRKV | Bottentömmande behållare (mat-/restavfall, förpackningar). Avgift per tömning. Flerbostadshus | 0 | - | 1 | ANTL
;REST;1;;REST;;;;;RULE:Taxa_Saknas:37;§2.2.4 | 51 | 68 | Bottentömmande behållare (mat-/restavfall, förpackningar) Tillägg för två tömningar per vecka | Saknas i EDP – föreslagen ny taxa | Kodförslag uppdaterat enligt regel: bottentömmande använder MB-prefix / gemensam uppsamlingsplats särskild funktionskod | MBRMFP2VFV | 68 | Hämtningsavgift per år för flerbostadshus / Bottentömmande behållare (mat-/restavfall, förpackningar) | MBRMFP2VFV | Bottentömmande behållare (mat-/restavfall, förpackningar). Tillägg för två tömningar per vecka. Flerbostadshus | RENH | HUSH | 1 | ÅRKV | Bottentömmande behållare (mat-/restavfall, förpackningar). Tillägg för två tömningar per vecka. Flerbostadshus | 0 | - | 1 | ANTL
;REST;1;;REST;;;;;RULE:Taxepunkter:156;Hushåll Restavfall §2.4.9 Budning av mat- och restavfall | §2.4.9 Budning av mat- och restavfall |  |  |  |  |  |  |  |  |  | 
GEMUPPFRI;REST;1;;REST;;;;;RULE:Taxepunkter:32;Gemensam uppsamlingsplats för mat-/restavfall Hushåll Restavfall §2.2.3 | §2.2.3 | Gemensam uppsamlingsplats för mat-/restavfall |  | st/år | GEMUPPFRI | GEMUPPFRI |  |  |  |  | 
GEMUPPMR;REST;1;;REST;;;;;RULE:Taxepunkter:372;Gemensam uppsamlingsplats för mat-/restavfall Hushåll Restavfall §2.2.3 | §2.2.3 | Gemensam uppsamlingsplats för mat-/restavfall |  | st/år | GEMUPPMR | GEMUPPMR |  |  |  |  | 
LVREDH;REST;1;;REST;;;;;RULE:Taxepunkter:102;Lastväxlarflak (restavfall) Hushåll Restavfall §2.2.6 | §2.2.6 | Lastväxlarflak (restavfall) | Avgift per tömning | st/tömning | LVREDH | LVREDH |  |  |  |  | 
LVREFV;REST;1;;REST;;;;;RULE:Taxepunkter:85;Lastväxlarflak (restavfall) Hushåll Restavfall §2.2.5 | §2.2.5 | Lastväxlarflak (restavfall) | Avgift per tömning | st/tömning | LVREFV | LVREFV |  |  |  |  | 
MBRM2VDH;REST;1;;REST;;;;;RULE:Taxepunkter:103;Bottentömmande behållare (mat-/restavfall) Hushåll Restavfall §2.2.6 | §2.2.6 | Bottentömmande behållare (mat-/restavfall) | Tillägg för två tömningar per vecka | st/tömning | MBRM2VDH | MBRM2VDH |  |  |  |  | 
MBRM2VFV;REST;1;;REST;;;;;RULE:Taxepunkter:86;Bottentömmande behållare (mat-/restavfall) Hushåll Restavfall §2.2.5 | §2.2.5 | Bottentömmande behållare (mat-/restavfall) | Tillägg för två tömningar per vecka | st/tömning | MBRM2VFV | MBRM2VFV |  |  |  |  | 
MBRMDH;REST;1;;REST;;;;;RULE:Taxepunkter:376;Bottentömmande behållare (mat-/restavfall) Hushåll Restavfall §2.2.6 | §2.2.6 | Bottentömmande behållare (mat-/restavfall) | Avgift per tömning | st/år | MBRMDH | MBRMDH |  |  |  |  | 
MBRMFP2VFV;REST;1;;REST;;;;;RULE:Taxepunkter:68;Bottentömmande behållare (mat-/restavfall, förpackningar) Hushåll Restavfall §2.2.4 | §2.2.4 | Bottentömmande behållare (mat-/restavfall, förpackningar) | Tillägg för två tömningar per vecka | st/tömning | MBRMFP2VFV | MBRMFP2VFV |  |  |  |  | 
MBRMFPFV;REST;1;;REST;;;;;RULE:Taxepunkter:67;Bottentömmande behållare (mat-/restavfall, förpackningar) Hushåll Restavfall §2.2.4 | §2.2.4 | Bottentömmande behållare (mat-/restavfall, förpackningar) | Avgift per tömning | st/tömning | MBRMFPFV | MBRMFPFV |  |  |  |  | 
MBRMFV;REST;1;;REST;;;;;RULE:Taxepunkter:375;Bottentömmande behållare (mat-/restavfall) Hushåll Restavfall §2.2.5 | §2.2.5 | Bottentömmande behållare (mat-/restavfall) | Avgift per tömning | st/år | MBRMFV | MBRMFV |  |  |  |  | 
NYRES;REST;1;;REST;;;;;STANDARD:Standard Avfall:309;Dummytaxa, ny tjänst via ändringsorder Restavfall ÅRKV 0
NYREST;REST;1;;REST;;;;;RULE:Taxa_från_edp:41;Tjänsttaxa för ny tjänst restavfall Okänd Restavfall ÅRKV NYREST | Tjänsttaxa för ny tjänst restavfall | ÅRKV | Tjänsttaxa för ny tjänst restavfall | 0
NYRESTx;REST;1;;REST;;;;;RULE:Taxa_från_edp:42;Tjänsttaxa för ny tjänst restavfall Okänd Restavfall KVAN NYRESTx | Tjänsttaxa för ny tjänst restavfall | KVAN | Tjänsttaxa för ny tjänst restavfall | 0
REST;REST;1;;REST;;;;;RULE:Taxa_från_edp:273;Viktavgift restavfall Okänd Restavfall KVAN REST | Viktavgift restavfall | KVAN | Viktavgift restavfall | VIKG
VIKTRESTMB;REST;1;;REST;;;;;RULE:Taxa_från_edp:304;Markbehållare, viktavgift restavfall Okänd Restavfall KVAN VIKTRESTMB | Markbehållare, viktavgift restavfall | KVAN | Viktavgift restavfall | VIKG
ÅBEHREST;REST;1;;REST;;;;;RULE:Taxa_från_edp:352;ÅVS behandling restavfall Okänd Restavfall KVAN ÅBEHREST | ÅVS behandling restavfall | KVAN | ÅVS behandling restavfall | VIKG
ÅTÖMREST;REST;1;;REST;;;;;RULE:Taxa_från_edp:361;ÅVS tömning restavfall Okänd Restavfall KVAN ÅTÖMREST | ÅVS tömning restavfall | KVAN | ÅVS tömning restavfall | ANTB
ÅVSREST;REST;1;;REST;;;;;RULE:Taxa_från_edp:370;ÅVS restavfall. Tjänsttaxa Okänd Restavfall ÅRKV ÅVSREST | ÅVS restavfall. Tjänsttaxa | ÅRKV | ÅVS restavfall. Tjänsttaxa | 0
;REST,MAT|LITER,HÄMTNING|KÄRL,FACK|VERKSAMHET;7;;REST,MAT;LITER,HÄMTNING;KÄRL,FACK;;VERKSAMHET;RULE:Taxa_Saknas:54;§2.2.6 | 68 | 89 | Kärl 240 l (mat-/restavfall) Hämtning varje vecka | Saknas i EDP – föreslagen ny taxa | Kodförslag baserat på DH-regel: detaljhandel med beviljad hantering av kommunalt avfall | KÄ240RM52DH | 89 | Hämtningsavgift per år för verksamhet inom detaljhandeln med beviljad hantering av kommunalt avfall / Kärl 240 l (mat-/restavfall) | KÄ240RM52DH | Tvåfackskärl 240L, rest/matavfall. Varje vecka. Detaljhandel | RENH | HUSH | 1 | ÅRKV | Tvåfackskärl 240L, rest/matavfall. Varje vecka | 0 | 2023-01-01 00:00:00 | 0 | - | 1 | ANTB
;REST,MAT|LITER,HÄMTNING|KÄRL,FACK|VERKSAMHET;7;;REST,MAT;LITER,HÄMTNING;KÄRL,FACK;;VERKSAMHET;RULE:Taxa_Saknas:55;§2.2.6 | 69 | 90 | Kärl 240 l (mat-/restavfall) Hämtning var 14:e dag | Saknas i EDP – föreslagen ny taxa | Kodförslag baserat på DH-regel: detaljhandel med beviljad hantering av kommunalt avfall | KÄ240RM26DH | 90 | Hämtningsavgift per år för verksamhet inom detaljhandeln med beviljad hantering av kommunalt avfall / Kärl 240 l (mat-/restavfall) | KÄ240RM26DH | Tvåfackskärl 240L, rest/matavfall. Var 14:e dag. Detaljhandel | RENH | HUSH | 1 | ÅRKV | Tvåfackskärl 240L, rest/matavfall. Var 14:e dag | 0 | 2026-01-01 00:00:00 | 0 | - | 1 | ANTB
CONTAINERRE;REST|CONTAINER;2;;REST;;CONTAINER;;;RULE:Taxa_från_edp:23;Tjänsttaxa container för restavfall Okänd Restavfall ÅRKV CONTAINERRE | Tjänsttaxa container för restavfall | ÅRKV | Tjänsttaxa container för restavfall | 0
TÖMCORE;REST|CONTAINER;2;;REST;;CONTAINER;;;RULE:Taxa_från_edp:150;Tömningar container, restavfall Okänd Restavfall KVAN TÖMCORE | Tömningar container, restavfall | KVAN | Tömningar container, restavfall | ANTL
FOBFRI;REST|FRITIDSHUS;2;;REST;;;;FRITIDSHUS;RULE:Taxa_från_edp:91;Nyckelfob mat- och restavfall fritidshus (engångs) Okänd Restavfall KVAN FOBFRI | Nyckelfob mat- och restavfall fritidshus (engångs) | KVAN | Avser fysisk nyckel för mat-och restavfall - Engångskostnad | ANTL
GEMUPPFRI;REST|FRITIDSHUS;2;;REST;;;;FRITIDSHUS;RULE:Taxa_från_edp:215;Gemensam uppsamlingsplats, fritidshus Okänd ÅRKV GEMUPPFRI | Gemensam uppsamlingsplats, fritidshus | ÅRKV | Gemensam uppsamlingsplats, mat- och restavfall | FAST
GEMUPPORDFRI;REST|FRITIDSHUS;2;;REST;;;;FRITIDSHUS;RULE:Taxa_från_edp:105;Mobilnyckel Gemensam uppsamlingsplats, fritidshus Okänd ÅRKV GEMUPPORDFRI | Mobilnyckel Gemensam uppsamlingsplats, fritidshus | ÅRKV | Mobilnyckel Gemensam uppsamlingsplats, mat- och restavfall | FAST
MOBGEMFRI;REST|FRITIDSHUS;2;;REST;;;;FRITIDSHUS;RULE:Taxa_från_edp:129;Mobilnyckel Gemensam uppsamlingsplats, fritidshus Okänd ÅRKV MOBGEMFRI | Mobilnyckel Gemensam uppsamlingsplats, fritidshus | ÅRKV | Mobilnyckel Gemensam uppsamlingsplats, mat- och restavfall | ANTL, MAX1
;REST|KG;2;;REST;KG;;;;RULE:Taxepunkter:112;Viktavgift restavfall Hushåll Restavfall §2.3 | §2.3 | Viktavgift restavfall |  | kr/kg |  |  |  |  |  |  | 
;REST|KG,LITER|KÄRL;4;;REST;KG,LITER;KÄRL;;;RULE:Taxepunkter:120;Delat kärl 240 l restavfall Hushåll Restavfall Behållarvolym VOLYM/BEHÅLLARE 240 §2.4.2 | §2.4.2 | Delat kärl 240 l restavfall | Över 40 kg | kr/kg |  |  |  |  |  |  | 
;REST|KG,LITER|KÄRL;4;;REST;KG,LITER;KÄRL;;;RULE:Taxepunkter:123;Kärl 370 l restavfall Hushåll Restavfall Behållarvolym VOLYM/BEHÅLLARE 370 §2.4.2 | §2.4.2 | Kärl 370 l restavfall | Över 60 kg | kr/kg |  |  |  |  |  |  | 
;REST|KG,LITER|KÄRL;4;;REST;KG,LITER;KÄRL;;;RULE:Taxepunkter:124;Kärl 660 l restavfall Hushåll Restavfall Behållarvolym VOLYM/BEHÅLLARE 660 §2.4.2 | §2.4.2 | Kärl 660 l restavfall | Över 100 kg | kr/kg |  |  |  |  |  |  | 
370REST;REST|KG|KÄRL;3;;REST;KG;KÄRL;;;RULE:Taxa_från_edp:5;140-370L kärl, viktavgift restavfall Okänd Restavfall Behållarvolym KVAN 370REST | 140-370L kärl, viktavgift restavfall | KVAN | Överviktsavgift för vikt över 60 kg, restavfall | VIKG-60,MIN0
660REST;REST|KG|KÄRL;3;;REST;KG;KÄRL;;;RULE:Taxa_från_edp:7;660L kärl, viktavgift restavfall Okänd Restavfall Behållarvolym KVAN 660REST | 660L kärl, viktavgift restavfall | KVAN | Överviktsavgift för vikt över 100 kg, restavfall | VIKG-100,MIN0
KÄ370RE26FV;REST|KG|KÄRL;3;;REST;KG;KÄRL;;;RULE:Taxa_från_edp:243;Kärl 370L, restavfall. Var 14:e dag. FLB/VHT Okänd Restavfall Behållarvolym KVAN KÄ370RE26FV | Kärl 370L, restavfall. Var 14:e dag. FLB/VHT | KVAN | Kärl 370L 26V Viktavgift restavfall kr/kg | VIKG,MAX60
KÄ370RE26FV;REST|KG|KÄRL;3;;REST;KG;KÄRL;;;RULE:Taxa_från_edp:246;Kärl 370L, restavfall. Var 14:e dag. FLB/VHT Okänd Restavfall Behållarvolym KVAN KÄ370RE26FV | Kärl 370L, restavfall. Var 14:e dag. FLB/VHT | KVAN | Kärl 370L 26V Överviktsavgift vikt över 60 kg, restavfall | VIKG-60,MIN0
KÄ370RE52FV;REST|KG|KÄRL;3;;REST;KG;KÄRL;;;RULE:Taxa_från_edp:248;Kärl 370L, restavfall. Varje vecka. FLB/VHT Okänd Restavfall Behållarvolym KVAN KÄ370RE52FV | Kärl 370L, restavfall. Varje vecka. FLB/VHT | KVAN | Kärl 370L 52V Viktavgift restavfall kr/kg | VIKG,MAX60
KÄ370RE52FV;REST|KG|KÄRL;3;;REST;KG;KÄRL;;;RULE:Taxa_från_edp:251;Kärl 370L, restavfall. Varje vecka. FLB/VHT Okänd Restavfall Behållarvolym KVAN KÄ370RE52FV | Kärl 370L, restavfall. Varje vecka. FLB/VHT | KVAN | Kärl 370L 52V Överviktsavgift vikt över 60 kg, restavfall | VIKG-60,MIN0
